,exp_name,task_number,task_trained_on,model,lambda,accuracy
foolish_train15_eval12,exp1,12,15,foolish,,65.0
EWC_train15_eval12,exp1,12,15,EWC,0.4,60.0
naive_train16_eval12,exp1,12,16,naive,,40.5
foolish_train16_eval12,exp1,12,16,foolish,,46.0
EWC_train16_eval12,exp1,12,16,EWC,0.4,65.0
naive_train17_eval12,exp1,12,17,naive,,37.5
foolish_train17_eval12,exp1,12,17,foolish,,45.5
EWC_train17_eval12,exp1,12,17,EWC,0.4,52.0
naive_train18_eval12,exp1,12,18,naive,,42.0
foolish_train18_eval12,exp1,12,18,foolish,,48.5
EWC_train18_eval12,exp1,12,18,EWC,0.4,54.5
naive_train19_eval12,exp1,12,19,naive,,50.0
foolish_train19_eval12,exp1,12,19,foolish,,65.5
EWC_train19_eval12,exp1,12,19,EWC,0.4,67.5
naive_train20_eval12,exp1,12,20,naive,,42.5
foolish_train20_eval12,exp1,12,20,foolish,,37.5
EWC_train20_eval12,exp1,12,20,EWC,0.4,36.5
naive_train21_eval12,exp1,12,21,naive,,50.5
foolish_train21_eval12,exp1,12,21,foolish,,34.5
EWC_train21_eval12,exp1,12,21,EWC,0.4,38.5
naive_train22_eval12,exp1,12,22,naive,,38.0
foolish_train22_eval12,exp1,12,22,foolish,,37.0
EWC_train22_eval12,exp1,12,22,EWC,0.4,46.0
naive_train23_eval12,exp1,12,23,naive,,53.5
foolish_train23_eval12,exp1,12,23,foolish,,54.0
EWC_train23_eval12,exp1,12,23,EWC,0.4,51.0
naive_train24_eval12,exp1,12,24,naive,,63.5
foolish_train24_eval12,exp1,12,24,foolish,,62.0
EWC_train24_eval12,exp1,12,24,EWC,0.4,60.0
naive_train25_eval12,exp1,12,25,naive,,36.0
foolish_train25_eval12,exp1,12,25,foolish,,45.0
EWC_train25_eval12,exp1,12,25,EWC,0.4,57.5
naive_train26_eval12,exp1,12,26,naive,,70.5
foolish_train26_eval12,exp1,12,26,foolish,,69.5
EWC_train26_eval12,exp1,12,26,EWC,0.4,67.5
naive_train27_eval12,exp1,12,27,naive,,49.5
foolish_train27_eval12,exp1,12,27,foolish,,48.5
EWC_train27_eval12,exp1,12,27,EWC,0.4,61.5
naive_train28_eval12,exp1,12,28,naive,,36.0
foolish_train28_eval12,exp1,12,28,foolish,,47.0
EWC_train28_eval12,exp1,12,28,EWC,0.4,47.5
naive_train29_eval12,exp1,12,29,naive,,29.0
foolish_train29_eval12,exp1,12,29,foolish,,49.0
EWC_train29_eval12,exp1,12,29,EWC,0.4,44.5
naive_train30_eval12,exp1,12,30,naive,,43.5
foolish_train30_eval12,exp1,12,30,foolish,,45.0
EWC_train30_eval12,exp1,12,30,EWC,0.4,50.0
naive_train31_eval12,exp1,12,31,naive,,60.5
foolish_train31_eval12,exp1,12,31,foolish,,42.5
EWC_train31_eval12,exp1,12,31,EWC,0.4,54.0
naive_train32_eval12,exp1,12,32,naive,,67.5
foolish_train32_eval12,exp1,12,32,foolish,,52.5
EWC_train32_eval12,exp1,12,32,EWC,0.4,47.0
naive_train33_eval12,exp1,12,33,naive,,31.0
foolish_train33_eval12,exp1,12,33,foolish,,57.0
EWC_train33_eval12,exp1,12,33,EWC,0.4,49.5
naive_train34_eval12,exp1,12,34,naive,,45.0
foolish_train34_eval12,exp1,12,34,foolish,,56.5
EWC_train34_eval12,exp1,12,34,EWC,0.4,54.0
naive_train35_eval12,exp1,12,35,naive,,44.0
foolish_train35_eval12,exp1,12,35,foolish,,56.5
EWC_train35_eval12,exp1,12,35,EWC,0.4,54.0
naive_train36_eval12,exp1,12,36,naive,,37.5
foolish_train36_eval12,exp1,12,36,foolish,,28.5
EWC_train36_eval12,exp1,12,36,EWC,0.4,47.0
naive_train37_eval12,exp1,12,37,naive,,29.0
foolish_train37_eval12,exp1,12,37,foolish,,56.5
EWC_train37_eval12,exp1,12,37,EWC,0.4,49.0
naive_train38_eval12,exp1,12,38,naive,,54.0
foolish_train38_eval12,exp1,12,38,foolish,,50.0
EWC_train38_eval12,exp1,12,38,EWC,0.4,53.5
naive_train39_eval12,exp1,12,39,naive,,47.5
foolish_train39_eval12,exp1,12,39,foolish,,47.5
EWC_train39_eval12,exp1,12,39,EWC,0.4,45.5
naive_train40_eval12,exp1,12,40,naive,,57.0
foolish_train40_eval12,exp1,12,40,foolish,,57.0
EWC_train40_eval12,exp1,12,40,EWC,0.4,49.5
naive_train41_eval12,exp1,12,41,naive,,41.5
foolish_train41_eval12,exp1,12,41,foolish,,45.5
EWC_train41_eval12,exp1,12,41,EWC,0.4,50.5
naive_train42_eval12,exp1,12,42,naive,,54.0
foolish_train42_eval12,exp1,12,42,foolish,,61.5
EWC_train42_eval12,exp1,12,42,EWC,0.4,58.5
naive_train43_eval12,exp1,12,43,naive,,59.5
foolish_train43_eval12,exp1,12,43,foolish,,55.0
EWC_train43_eval12,exp1,12,43,EWC,0.4,53.0
naive_train44_eval12,exp1,12,44,naive,,49.5
foolish_train44_eval12,exp1,12,44,foolish,,44.5
EWC_train44_eval12,exp1,12,44,EWC,0.4,62.0
naive_train45_eval12,exp1,12,45,naive,,44.0
foolish_train45_eval12,exp1,12,45,foolish,,58.0
EWC_train45_eval12,exp1,12,45,EWC,0.4,54.0
naive_train46_eval12,exp1,12,46,naive,,50.0
foolish_train46_eval12,exp1,12,46,foolish,,49.5
EWC_train46_eval12,exp1,12,46,EWC,0.4,48.0
naive_train47_eval12,exp1,12,47,naive,,46.0
foolish_train47_eval12,exp1,12,47,foolish,,36.5
EWC_train47_eval12,exp1,12,47,EWC,0.4,55.0
naive_train48_eval12,exp1,12,48,naive,,55.0
foolish_train48_eval12,exp1,12,48,foolish,,62.0
EWC_train48_eval12,exp1,12,48,EWC,0.4,52.0
naive_train49_eval12,exp1,12,49,naive,,62.5
foolish_train49_eval12,exp1,12,49,foolish,,66.0
EWC_train49_eval12,exp1,12,49,EWC,0.4,62.5
naive_train13_eval13,exp1,13,13,naive,,84.5
foolish_train13_eval13,exp1,13,13,foolish,,87.0
EWC_train13_eval13,exp1,13,13,EWC,0.4,83.0
naive_train14_eval13,exp1,13,14,naive,,60.0
foolish_train14_eval13,exp1,13,14,foolish,,47.0
EWC_train14_eval13,exp1,13,14,EWC,0.4,55.0
naive_train15_eval13,exp1,13,15,naive,,81.0
foolish_train15_eval13,exp1,13,15,foolish,,75.0
EWC_train15_eval13,exp1,13,15,EWC,0.4,70.5
naive_train16_eval13,exp1,13,16,naive,,66.0
foolish_train16_eval13,exp1,13,16,foolish,,54.0
EWC_train16_eval13,exp1,13,16,EWC,0.4,54.0
naive_train17_eval13,exp1,13,17,naive,,65.5
foolish_train17_eval13,exp1,13,17,foolish,,56.5
EWC_train17_eval13,exp1,13,17,EWC,0.4,65.5
naive_train18_eval13,exp1,13,18,naive,,35.5
foolish_train18_eval13,exp1,13,18,foolish,,52.0
EWC_train18_eval13,exp1,13,18,EWC,0.4,59.5
naive_train19_eval13,exp1,13,19,naive,,57.5
foolish_train19_eval13,exp1,13,19,foolish,,42.5
EWC_train19_eval13,exp1,13,19,EWC,0.4,52.0
naive_train20_eval13,exp1,13,20,naive,,25.5
foolish_train20_eval13,exp1,13,20,foolish,,34.0
EWC_train20_eval13,exp1,13,20,EWC,0.4,43.0
naive_train21_eval13,exp1,13,21,naive,,67.5
foolish_train21_eval13,exp1,13,21,foolish,,76.0
EWC_train21_eval13,exp1,13,21,EWC,0.4,68.0
naive_train22_eval13,exp1,13,22,naive,,82.0
foolish_train22_eval13,exp1,13,22,foolish,,76.0
EWC_train22_eval13,exp1,13,22,EWC,0.4,78.0
naive_train23_eval13,exp1,13,23,naive,,41.0
foolish_train23_eval13,exp1,13,23,foolish,,51.5
EWC_train23_eval13,exp1,13,23,EWC,0.4,56.5
naive_train24_eval13,exp1,13,24,naive,,75.5
foolish_train24_eval13,exp1,13,24,foolish,,81.5
EWC_train24_eval13,exp1,13,24,EWC,0.4,72.5
naive_train25_eval13,exp1,13,25,naive,,49.0
foolish_train25_eval13,exp1,13,25,foolish,,49.0
EWC_train25_eval13,exp1,13,25,EWC,0.4,56.0
naive_train26_eval13,exp1,13,26,naive,,57.0
foolish_train26_eval13,exp1,13,26,foolish,,45.5
EWC_train26_eval13,exp1,13,26,EWC,0.4,53.0
naive_train27_eval13,exp1,13,27,naive,,49.5
foolish_train27_eval13,exp1,13,27,foolish,,47.0
EWC_train27_eval13,exp1,13,27,EWC,0.4,39.0
naive_train28_eval13,exp1,13,28,naive,,56.0
foolish_train28_eval13,exp1,13,28,foolish,,43.0
EWC_train28_eval13,exp1,13,28,EWC,0.4,51.5
naive_train29_eval13,exp1,13,29,naive,,60.0
foolish_train29_eval13,exp1,13,29,foolish,,51.0
EWC_train29_eval13,exp1,13,29,EWC,0.4,52.0
naive_train30_eval13,exp1,13,30,naive,,44.5
foolish_train30_eval13,exp1,13,30,foolish,,37.5
EWC_train30_eval13,exp1,13,30,EWC,0.4,51.0
naive_train31_eval13,exp1,13,31,naive,,51.5
foolish_train31_eval13,exp1,13,31,foolish,,58.5
EWC_train31_eval13,exp1,13,31,EWC,0.4,52.5
naive_train32_eval13,exp1,13,32,naive,,22.0
foolish_train32_eval13,exp1,13,32,foolish,,24.5
EWC_train32_eval13,exp1,13,32,EWC,0.4,47.5
naive_train33_eval13,exp1,13,33,naive,,71.0
foolish_train33_eval13,exp1,13,33,foolish,,70.0
EWC_train33_eval13,exp1,13,33,EWC,0.4,48.5
naive_train34_eval13,exp1,13,34,naive,,34.5
foolish_train34_eval13,exp1,13,34,foolish,,21.0
EWC_train34_eval13,exp1,13,34,EWC,0.4,27.5
naive_train35_eval13,exp1,13,35,naive,,80.0
foolish_train35_eval13,exp1,13,35,foolish,,70.5
EWC_train35_eval13,exp1,13,35,EWC,0.4,68.5
naive_train36_eval13,exp1,13,36,naive,,74.5
foolish_train36_eval13,exp1,13,36,foolish,,67.0
EWC_train36_eval13,exp1,13,36,EWC,0.4,62.0
naive_train37_eval13,exp1,13,37,naive,,67.5
foolish_train37_eval13,exp1,13,37,foolish,,50.0
EWC_train37_eval13,exp1,13,37,EWC,0.4,53.5
naive_train38_eval13,exp1,13,38,naive,,67.0
foolish_train38_eval13,exp1,13,38,foolish,,81.5
EWC_train38_eval13,exp1,13,38,EWC,0.4,75.5
naive_train39_eval13,exp1,13,39,naive,,27.5
foolish_train39_eval13,exp1,13,39,foolish,,46.0
EWC_train39_eval13,exp1,13,39,EWC,0.4,52.5
naive_train40_eval13,exp1,13,40,naive,,33.5
foolish_train40_eval13,exp1,13,40,foolish,,73.5
EWC_train40_eval13,exp1,13,40,EWC,0.4,57.5
naive_train41_eval13,exp1,13,41,naive,,59.0
foolish_train41_eval13,exp1,13,41,foolish,,31.0
EWC_train41_eval13,exp1,13,41,EWC,0.4,54.5
naive_train42_eval13,exp1,13,42,naive,,71.0
foolish_train42_eval13,exp1,13,42,foolish,,54.0
EWC_train42_eval13,exp1,13,42,EWC,0.4,58.0
naive_train43_eval13,exp1,13,43,naive,,36.0
foolish_train43_eval13,exp1,13,43,foolish,,58.0
EWC_train43_eval13,exp1,13,43,EWC,0.4,62.5
naive_train44_eval13,exp1,13,44,naive,,47.5
foolish_train44_eval13,exp1,13,44,foolish,,69.0
EWC_train44_eval13,exp1,13,44,EWC,0.4,67.5
naive_train45_eval13,exp1,13,45,naive,,80.5
foolish_train45_eval13,exp1,13,45,foolish,,84.0
EWC_train45_eval13,exp1,13,45,EWC,0.4,70.5
naive_train46_eval13,exp1,13,46,naive,,27.5
foolish_train46_eval13,exp1,13,46,foolish,,35.0
EWC_train46_eval13,exp1,13,46,EWC,0.4,39.5
naive_train47_eval13,exp1,13,47,naive,,68.5
foolish_train47_eval13,exp1,13,47,foolish,,65.0
EWC_train47_eval13,exp1,13,47,EWC,0.4,59.5
naive_train48_eval13,exp1,13,48,naive,,63.0
foolish_train48_eval13,exp1,13,48,foolish,,46.5
EWC_train48_eval13,exp1,13,48,EWC,0.4,62.0
naive_train49_eval13,exp1,13,49,naive,,41.0
foolish_train49_eval13,exp1,13,49,foolish,,24.0
EWC_train49_eval13,exp1,13,49,EWC,0.4,39.5
naive_train14_eval14,exp1,14,14,naive,,82.0
foolish_train14_eval14,exp1,14,14,foolish,,87.0
EWC_train14_eval14,exp1,14,14,EWC,0.4,77.5
naive_train15_eval14,exp1,14,15,naive,,66.5
foolish_train15_eval14,exp1,14,15,foolish,,56.0
EWC_train15_eval14,exp1,14,15,EWC,0.4,58.5
naive_train16_eval14,exp1,14,16,naive,,73.0
foolish_train16_eval14,exp1,14,16,foolish,,62.5
EWC_train16_eval14,exp1,14,16,EWC,0.4,71.5
naive_train17_eval14,exp1,14,17,naive,,57.5
foolish_train17_eval14,exp1,14,17,foolish,,53.0
EWC_train17_eval14,exp1,14,17,EWC,0.4,54.0
naive_train18_eval14,exp1,14,18,naive,,27.5
foolish_train18_eval14,exp1,14,18,foolish,,56.0
EWC_train18_eval14,exp1,14,18,EWC,0.4,59.0
naive_train19_eval14,exp1,14,19,naive,,75.5
foolish_train19_eval14,exp1,14,19,foolish,,75.0
EWC_train19_eval14,exp1,14,19,EWC,0.4,66.5
naive_train20_eval14,exp1,14,20,naive,,27.5
foolish_train20_eval14,exp1,14,20,foolish,,20.5
EWC_train20_eval14,exp1,14,20,EWC,0.4,22.5
naive_train21_eval14,exp1,14,21,naive,,37.0
foolish_train21_eval14,exp1,14,21,foolish,,38.5
EWC_train21_eval14,exp1,14,21,EWC,0.4,34.0
naive_train22_eval14,exp1,14,22,naive,,43.0
foolish_train22_eval14,exp1,14,22,foolish,,45.5
EWC_train22_eval14,exp1,14,22,EWC,0.4,35.5
naive_train23_eval14,exp1,14,23,naive,,44.5
foolish_train23_eval14,exp1,14,23,foolish,,44.0
EWC_train23_eval14,exp1,14,23,EWC,0.4,46.5
naive_train24_eval14,exp1,14,24,naive,,53.0
foolish_train24_eval14,exp1,14,24,foolish,,66.0
EWC_train24_eval14,exp1,14,24,EWC,0.4,50.5
naive_train25_eval14,exp1,14,25,naive,,41.0
foolish_train25_eval14,exp1,14,25,foolish,,34.0
EWC_train25_eval14,exp1,14,25,EWC,0.4,53.5
naive_train26_eval14,exp1,14,26,naive,,66.5
foolish_train26_eval14,exp1,14,26,foolish,,58.5
EWC_train26_eval14,exp1,14,26,EWC,0.4,62.5
naive_train27_eval14,exp1,14,27,naive,,50.0
foolish_train27_eval14,exp1,14,27,foolish,,56.5
EWC_train27_eval14,exp1,14,27,EWC,0.4,65.0
naive_train28_eval14,exp1,14,28,naive,,28.5
foolish_train28_eval14,exp1,14,28,foolish,,35.5
EWC_train28_eval14,exp1,14,28,EWC,0.4,34.0
naive_train29_eval14,exp1,14,29,naive,,33.5
foolish_train29_eval14,exp1,14,29,foolish,,34.5
EWC_train29_eval14,exp1,14,29,EWC,0.4,29.5
naive_train30_eval14,exp1,14,30,naive,,40.5
foolish_train30_eval14,exp1,14,30,foolish,,50.0
EWC_train30_eval14,exp1,14,30,EWC,0.4,48.5
naive_train31_eval14,exp1,14,31,naive,,55.0
foolish_train31_eval14,exp1,14,31,foolish,,45.0
EWC_train31_eval14,exp1,14,31,EWC,0.4,48.0
naive_train32_eval14,exp1,14,32,naive,,58.0
foolish_train32_eval14,exp1,14,32,foolish,,65.0
EWC_train32_eval14,exp1,14,32,EWC,0.4,47.0
naive_train33_eval14,exp1,14,33,naive,,37.5
foolish_train33_eval14,exp1,14,33,foolish,,45.5
EWC_train33_eval14,exp1,14,33,EWC,0.4,45.0
naive_train34_eval14,exp1,14,34,naive,,47.5
foolish_train34_eval14,exp1,14,34,foolish,,45.0
EWC_train34_eval14,exp1,14,34,EWC,0.4,37.0
naive_train35_eval14,exp1,14,35,naive,,54.5
foolish_train35_eval14,exp1,14,35,foolish,,52.5
EWC_train35_eval14,exp1,14,35,EWC,0.4,44.5
naive_train36_eval14,exp1,14,36,naive,,46.5
foolish_train36_eval14,exp1,14,36,foolish,,34.5
EWC_train36_eval14,exp1,14,36,EWC,0.4,38.0
naive_train37_eval14,exp1,14,37,naive,,37.0
foolish_train37_eval14,exp1,14,37,foolish,,54.5
EWC_train37_eval14,exp1,14,37,EWC,0.4,39.0
naive_train38_eval14,exp1,14,38,naive,,44.5
foolish_train38_eval14,exp1,14,38,foolish,,54.0
EWC_train38_eval14,exp1,14,38,EWC,0.4,44.0
naive_train39_eval14,exp1,14,39,naive,,52.0
foolish_train39_eval14,exp1,14,39,foolish,,49.5
EWC_train39_eval14,exp1,14,39,EWC,0.4,43.0
naive_train40_eval14,exp1,14,40,naive,,51.5
foolish_train40_eval14,exp1,14,40,foolish,,45.5
EWC_train40_eval14,exp1,14,40,EWC,0.4,41.0
naive_train41_eval14,exp1,14,41,naive,,44.5
foolish_train41_eval14,exp1,14,41,foolish,,54.0
EWC_train41_eval14,exp1,14,41,EWC,0.4,41.0
naive_train42_eval14,exp1,14,42,naive,,49.0
foolish_train42_eval14,exp1,14,42,foolish,,56.5
EWC_train42_eval14,exp1,14,42,EWC,0.4,56.5
naive_train43_eval14,exp1,14,43,naive,,52.5
foolish_train43_eval14,exp1,14,43,foolish,,65.0
EWC_train43_eval14,exp1,14,43,EWC,0.4,47.5
naive_train44_eval14,exp1,14,44,naive,,58.5
foolish_train44_eval14,exp1,14,44,foolish,,54.5
EWC_train44_eval14,exp1,14,44,EWC,0.4,49.0
naive_train45_eval14,exp1,14,45,naive,,42.0
foolish_train45_eval14,exp1,14,45,foolish,,54.5
EWC_train45_eval14,exp1,14,45,EWC,0.4,40.0
naive_train46_eval14,exp1,14,46,naive,,49.5
foolish_train46_eval14,exp1,14,46,foolish,,48.5
EWC_train46_eval14,exp1,14,46,EWC,0.4,49.5
naive_train47_eval14,exp1,14,47,naive,,46.5
foolish_train47_eval14,exp1,14,47,foolish,,39.5
EWC_train47_eval14,exp1,14,47,EWC,0.4,50.0
naive_train48_eval14,exp1,14,48,naive,,54.0
foolish_train48_eval14,exp1,14,48,foolish,,49.0
EWC_train48_eval14,exp1,14,48,EWC,0.4,51.5
naive_train49_eval14,exp1,14,49,naive,,67.5
foolish_train49_eval14,exp1,14,49,foolish,,61.0
EWC_train49_eval14,exp1,14,49,EWC,0.4,59.0
naive_train15_eval15,exp1,15,15,naive,,97.5
foolish_train15_eval15,exp1,15,15,foolish,,99.0
EWC_train15_eval15,exp1,15,15,EWC,0.4,97.0
naive_train16_eval15,exp1,15,16,naive,,30.0
foolish_train16_eval15,exp1,15,16,foolish,,16.0
EWC_train16_eval15,exp1,15,16,EWC,0.4,46.0
naive_train17_eval15,exp1,15,17,naive,,52.0
foolish_train17_eval15,exp1,15,17,foolish,,50.0
EWC_train17_eval15,exp1,15,17,EWC,0.4,77.5
naive_train18_eval15,exp1,15,18,naive,,45.0
foolish_train18_eval15,exp1,15,18,foolish,,45.5
EWC_train18_eval15,exp1,15,18,EWC,0.4,73.0
naive_train19_eval15,exp1,15,19,naive,,34.5
foolish_train19_eval15,exp1,15,19,foolish,,45.5
EWC_train19_eval15,exp1,15,19,EWC,0.4,55.5
naive_train20_eval15,exp1,15,20,naive,,23.5
foolish_train20_eval15,exp1,15,20,foolish,,50.0
EWC_train20_eval15,exp1,15,20,EWC,0.4,49.5
naive_train21_eval15,exp1,15,21,naive,,92.0
foolish_train21_eval15,exp1,15,21,foolish,,87.5
EWC_train21_eval15,exp1,15,21,EWC,0.4,91.0
naive_train22_eval15,exp1,15,22,naive,,72.5
foolish_train22_eval15,exp1,15,22,foolish,,61.5
EWC_train22_eval15,exp1,15,22,EWC,0.4,84.0
naive_train23_eval15,exp1,15,23,naive,,80.5
foolish_train23_eval15,exp1,15,23,foolish,,86.5
EWC_train23_eval15,exp1,15,23,EWC,0.4,95.5
naive_train24_eval15,exp1,15,24,naive,,88.0
foolish_train24_eval15,exp1,15,24,foolish,,65.5
EWC_train24_eval15,exp1,15,24,EWC,0.4,97.0
naive_train25_eval15,exp1,15,25,naive,,36.5
foolish_train25_eval15,exp1,15,25,foolish,,53.0
EWC_train25_eval15,exp1,15,25,EWC,0.4,53.0
naive_train26_eval15,exp1,15,26,naive,,76.0
foolish_train26_eval15,exp1,15,26,foolish,,71.0
EWC_train26_eval15,exp1,15,26,EWC,0.4,67.5
naive_train27_eval15,exp1,15,27,naive,,49.5
foolish_train27_eval15,exp1,15,27,foolish,,31.5
EWC_train27_eval15,exp1,15,27,EWC,0.4,23.0
naive_train28_eval15,exp1,15,28,naive,,34.0
foolish_train28_eval15,exp1,15,28,foolish,,35.5
EWC_train28_eval15,exp1,15,28,EWC,0.4,47.0
naive_train29_eval15,exp1,15,29,naive,,26.0
foolish_train29_eval15,exp1,15,29,foolish,,52.5
EWC_train29_eval15,exp1,15,29,EWC,0.4,54.0
naive_train30_eval15,exp1,15,30,naive,,34.0
foolish_train30_eval15,exp1,15,30,foolish,,31.5
EWC_train30_eval15,exp1,15,30,EWC,0.4,39.5
naive_train31_eval15,exp1,15,31,naive,,70.5
foolish_train31_eval15,exp1,15,31,foolish,,41.0
EWC_train31_eval15,exp1,15,31,EWC,0.4,53.5
naive_train32_eval15,exp1,15,32,naive,,33.0
foolish_train32_eval15,exp1,15,32,foolish,,20.5
EWC_train32_eval15,exp1,15,32,EWC,0.4,31.0
naive_train33_eval15,exp1,15,33,naive,,57.0
foolish_train33_eval15,exp1,15,33,foolish,,52.0
EWC_train33_eval15,exp1,15,33,EWC,0.4,44.5
naive_train34_eval15,exp1,15,34,naive,,30.5
foolish_train34_eval15,exp1,15,34,foolish,,26.5
EWC_train34_eval15,exp1,15,34,EWC,0.4,20.5
naive_train35_eval15,exp1,15,35,naive,,66.5
foolish_train35_eval15,exp1,15,35,foolish,,81.0
EWC_train35_eval15,exp1,15,35,EWC,0.4,92.5
naive_train36_eval15,exp1,15,36,naive,,50.0
foolish_train36_eval15,exp1,15,36,foolish,,44.5
EWC_train36_eval15,exp1,15,36,EWC,0.4,86.0
naive_train37_eval15,exp1,15,37,naive,,59.0
foolish_train37_eval15,exp1,15,37,foolish,,54.5
EWC_train37_eval15,exp1,15,37,EWC,0.4,70.5
naive_train38_eval15,exp1,15,38,naive,,89.5
foolish_train38_eval15,exp1,15,38,foolish,,82.0
EWC_train38_eval15,exp1,15,38,EWC,0.4,94.0
naive_train39_eval15,exp1,15,39,naive,,39.0
foolish_train39_eval15,exp1,15,39,foolish,,28.5
EWC_train39_eval15,exp1,15,39,EWC,0.4,30.5
naive_train40_eval15,exp1,15,40,naive,,29.0
foolish_train40_eval15,exp1,15,40,foolish,,59.0
EWC_train40_eval15,exp1,15,40,EWC,0.4,65.0
naive_train41_eval15,exp1,15,41,naive,,29.0
foolish_train41_eval15,exp1,15,41,foolish,,15.0
EWC_train41_eval15,exp1,15,41,EWC,0.4,54.5
naive_train42_eval15,exp1,15,42,naive,,63.5
foolish_train42_eval15,exp1,15,42,foolish,,69.5
EWC_train42_eval15,exp1,15,42,EWC,0.4,68.0
naive_train43_eval15,exp1,15,43,naive,,56.5
foolish_train43_eval15,exp1,15,43,foolish,,74.0
EWC_train43_eval15,exp1,15,43,EWC,0.4,82.5
naive_train44_eval15,exp1,15,44,naive,,58.0
foolish_train44_eval15,exp1,15,44,foolish,,64.5
EWC_train44_eval15,exp1,15,44,EWC,0.4,89.0
naive_train45_eval15,exp1,15,45,naive,,85.0
foolish_train45_eval15,exp1,15,45,foolish,,73.5
EWC_train45_eval15,exp1,15,45,EWC,0.4,95.0
naive_train46_eval15,exp1,15,46,naive,,25.5
foolish_train46_eval15,exp1,15,46,foolish,,22.5
EWC_train46_eval15,exp1,15,46,EWC,0.4,20.0
naive_train47_eval15,exp1,15,47,naive,,58.0
foolish_train47_eval15,exp1,15,47,foolish,,58.0
EWC_train47_eval15,exp1,15,47,EWC,0.4,75.0
naive_train48_eval15,exp1,15,48,naive,,42.5
foolish_train48_eval15,exp1,15,48,foolish,,53.5
EWC_train48_eval15,exp1,15,48,EWC,0.4,88.5
naive_train49_eval15,exp1,15,49,naive,,49.0
foolish_train49_eval15,exp1,15,49,foolish,,34.5
EWC_train49_eval15,exp1,15,49,EWC,0.4,45.5
naive_train16_eval16,exp1,16,16,naive,,92.5
foolish_train16_eval16,exp1,16,16,foolish,,97.0
EWC_train16_eval16,exp1,16,16,EWC,0.4,89.0
naive_train17_eval16,exp1,16,17,naive,,73.0
foolish_train17_eval16,exp1,16,17,foolish,,76.5
EWC_train17_eval16,exp1,16,17,EWC,0.4,68.0
naive_train18_eval16,exp1,16,18,naive,,38.5
foolish_train18_eval16,exp1,16,18,foolish,,61.5
EWC_train18_eval16,exp1,16,18,EWC,0.4,59.0
naive_train19_eval16,exp1,16,19,naive,,89.5
foolish_train19_eval16,exp1,16,19,foolish,,74.5
EWC_train19_eval16,exp1,16,19,EWC,0.4,82.0
naive_train20_eval16,exp1,16,20,naive,,35.0
foolish_train20_eval16,exp1,16,20,foolish,,16.0
EWC_train20_eval16,exp1,16,20,EWC,0.4,17.0
naive_train21_eval16,exp1,16,21,naive,,25.0
foolish_train21_eval16,exp1,16,21,foolish,,22.5
EWC_train21_eval16,exp1,16,21,EWC,0.4,19.0
naive_train22_eval16,exp1,16,22,naive,,42.5
foolish_train22_eval16,exp1,16,22,foolish,,33.0
EWC_train22_eval16,exp1,16,22,EWC,0.4,33.5
naive_train23_eval16,exp1,16,23,naive,,22.5
foolish_train23_eval16,exp1,16,23,foolish,,7.0
EWC_train23_eval16,exp1,16,23,EWC,0.4,11.0
naive_train24_eval16,exp1,16,24,naive,,31.0
foolish_train24_eval16,exp1,16,24,foolish,,53.0
EWC_train24_eval16,exp1,16,24,EWC,0.4,21.5
naive_train25_eval16,exp1,16,25,naive,,47.0
foolish_train25_eval16,exp1,16,25,foolish,,37.0
EWC_train25_eval16,exp1,16,25,EWC,0.4,60.5
naive_train26_eval16,exp1,16,26,naive,,72.5
foolish_train26_eval16,exp1,16,26,foolish,,58.5
EWC_train26_eval16,exp1,16,26,EWC,0.4,60.5
naive_train27_eval16,exp1,16,27,naive,,54.0
foolish_train27_eval16,exp1,16,27,foolish,,75.5
EWC_train27_eval16,exp1,16,27,EWC,0.4,83.5
naive_train28_eval16,exp1,16,28,naive,,16.0
foolish_train28_eval16,exp1,16,28,foolish,,20.0
EWC_train28_eval16,exp1,16,28,EWC,0.4,15.0
naive_train29_eval16,exp1,16,29,naive,,39.0
foolish_train29_eval16,exp1,16,29,foolish,,67.5
EWC_train29_eval16,exp1,16,29,EWC,0.4,37.5
naive_train30_eval16,exp1,16,30,naive,,45.0
foolish_train30_eval16,exp1,16,30,foolish,,46.5
EWC_train30_eval16,exp1,16,30,EWC,0.4,51.0
naive_train31_eval16,exp1,16,31,naive,,54.5
foolish_train31_eval16,exp1,16,31,foolish,,61.5
EWC_train31_eval16,exp1,16,31,EWC,0.4,64.0
naive_train32_eval16,exp1,16,32,naive,,70.5
foolish_train32_eval16,exp1,16,32,foolish,,66.0
EWC_train32_eval16,exp1,16,32,EWC,0.4,53.0
naive_train33_eval16,exp1,16,33,naive,,23.0
foolish_train33_eval16,exp1,16,33,foolish,,46.0
EWC_train33_eval16,exp1,16,33,EWC,0.4,39.0
naive_train34_eval16,exp1,16,34,naive,,51.0
foolish_train34_eval16,exp1,16,34,foolish,,47.0
EWC_train34_eval16,exp1,16,34,EWC,0.4,39.0
naive_train35_eval16,exp1,16,35,naive,,53.5
foolish_train35_eval16,exp1,16,35,foolish,,48.0
EWC_train35_eval16,exp1,16,35,EWC,0.4,34.0
naive_train36_eval16,exp1,16,36,naive,,44.5
foolish_train36_eval16,exp1,16,36,foolish,,40.0
EWC_train36_eval16,exp1,16,36,EWC,0.4,29.0
naive_train37_eval16,exp1,16,37,naive,,23.5
foolish_train37_eval16,exp1,16,37,foolish,,42.0
