,exp_name,task_number,task_trained_on,model,lambda,accuracy
EWC_train18_eval4,exp1,4,18,EWC,0.4,60.5
naive_train19_eval4,exp1,4,19,naive,,48.5
foolish_train19_eval4,exp1,4,19,foolish,,37.0
EWC_train19_eval4,exp1,4,19,EWC,0.4,54.0
naive_train20_eval4,exp1,4,20,naive,,48.5
foolish_train20_eval4,exp1,4,20,foolish,,69.0
EWC_train20_eval4,exp1,4,20,EWC,0.4,72.0
naive_train21_eval4,exp1,4,21,naive,,71.5
foolish_train21_eval4,exp1,4,21,foolish,,67.5
EWC_train21_eval4,exp1,4,21,EWC,0.4,74.5
naive_train22_eval4,exp1,4,22,naive,,62.0
foolish_train22_eval4,exp1,4,22,foolish,,54.5
EWC_train22_eval4,exp1,4,22,EWC,0.4,71.0
naive_train23_eval4,exp1,4,23,naive,,58.5
foolish_train23_eval4,exp1,4,23,foolish,,67.0
EWC_train23_eval4,exp1,4,23,EWC,0.4,67.5
naive_train24_eval4,exp1,4,24,naive,,60.5
foolish_train24_eval4,exp1,4,24,foolish,,38.0
EWC_train24_eval4,exp1,4,24,EWC,0.4,66.5
naive_train25_eval4,exp1,4,25,naive,,44.5
foolish_train25_eval4,exp1,4,25,foolish,,50.5
EWC_train25_eval4,exp1,4,25,EWC,0.4,52.5
naive_train26_eval4,exp1,4,26,naive,,64.5
foolish_train26_eval4,exp1,4,26,foolish,,50.0
EWC_train26_eval4,exp1,4,26,EWC,0.4,73.5
naive_train27_eval4,exp1,4,27,naive,,49.0
foolish_train27_eval4,exp1,4,27,foolish,,38.5
EWC_train27_eval4,exp1,4,27,EWC,0.4,50.5
naive_train28_eval4,exp1,4,28,naive,,44.0
foolish_train28_eval4,exp1,4,28,foolish,,41.5
EWC_train28_eval4,exp1,4,28,EWC,0.4,53.5
naive_train29_eval4,exp1,4,29,naive,,38.5
foolish_train29_eval4,exp1,4,29,foolish,,44.5
EWC_train29_eval4,exp1,4,29,EWC,0.4,60.5
naive_train30_eval4,exp1,4,30,naive,,41.0
foolish_train30_eval4,exp1,4,30,foolish,,35.5
EWC_train30_eval4,exp1,4,30,EWC,0.4,44.5
naive_train31_eval4,exp1,4,31,naive,,59.0
foolish_train31_eval4,exp1,4,31,foolish,,48.0
EWC_train31_eval4,exp1,4,31,EWC,0.4,53.0
naive_train32_eval4,exp1,4,32,naive,,44.0
foolish_train32_eval4,exp1,4,32,foolish,,28.5
EWC_train32_eval4,exp1,4,32,EWC,0.4,28.5
naive_train33_eval4,exp1,4,33,naive,,41.5
foolish_train33_eval4,exp1,4,33,foolish,,36.0
EWC_train33_eval4,exp1,4,33,EWC,0.4,35.5
naive_train34_eval4,exp1,4,34,naive,,40.5
foolish_train34_eval4,exp1,4,34,foolish,,40.5
EWC_train34_eval4,exp1,4,34,EWC,0.4,46.5
naive_train35_eval4,exp1,4,35,naive,,59.0
foolish_train35_eval4,exp1,4,35,foolish,,68.0
EWC_train35_eval4,exp1,4,35,EWC,0.4,69.5
naive_train36_eval4,exp1,4,36,naive,,42.5
foolish_train36_eval4,exp1,4,36,foolish,,60.5
EWC_train36_eval4,exp1,4,36,EWC,0.4,68.5
naive_train37_eval4,exp1,4,37,naive,,52.0
foolish_train37_eval4,exp1,4,37,foolish,,51.0
EWC_train37_eval4,exp1,4,37,EWC,0.4,57.0
naive_train38_eval4,exp1,4,38,naive,,63.5
foolish_train38_eval4,exp1,4,38,foolish,,57.0
EWC_train38_eval4,exp1,4,38,EWC,0.4,67.5
naive_train39_eval4,exp1,4,39,naive,,27.5
foolish_train39_eval4,exp1,4,39,foolish,,23.0
EWC_train39_eval4,exp1,4,39,EWC,0.4,31.5
naive_train40_eval4,exp1,4,40,naive,,47.5
foolish_train40_eval4,exp1,4,40,foolish,,29.5
EWC_train40_eval4,exp1,4,40,EWC,0.4,60.0
naive_train41_eval4,exp1,4,41,naive,,56.0
foolish_train41_eval4,exp1,4,41,foolish,,37.5
EWC_train41_eval4,exp1,4,41,EWC,0.4,60.0
naive_train42_eval4,exp1,4,42,naive,,52.5
foolish_train42_eval4,exp1,4,42,foolish,,59.5
EWC_train42_eval4,exp1,4,42,EWC,0.4,58.5
naive_train43_eval4,exp1,4,43,naive,,43.0
foolish_train43_eval4,exp1,4,43,foolish,,59.0
EWC_train43_eval4,exp1,4,43,EWC,0.4,60.5
naive_train44_eval4,exp1,4,44,naive,,45.5
foolish_train44_eval4,exp1,4,44,foolish,,50.0
EWC_train44_eval4,exp1,4,44,EWC,0.4,60.5
naive_train45_eval4,exp1,4,45,naive,,65.0
foolish_train45_eval4,exp1,4,45,foolish,,67.0
EWC_train45_eval4,exp1,4,45,EWC,0.4,67.0
naive_train46_eval4,exp1,4,46,naive,,30.0
foolish_train46_eval4,exp1,4,46,foolish,,23.5
EWC_train46_eval4,exp1,4,46,EWC,0.4,31.5
naive_train47_eval4,exp1,4,47,naive,,43.0
foolish_train47_eval4,exp1,4,47,foolish,,66.5
EWC_train47_eval4,exp1,4,47,EWC,0.4,60.5
naive_train48_eval4,exp1,4,48,naive,,39.0
foolish_train48_eval4,exp1,4,48,foolish,,31.0
EWC_train48_eval4,exp1,4,48,EWC,0.4,57.5
naive_train49_eval4,exp1,4,49,naive,,49.5
foolish_train49_eval4,exp1,4,49,foolish,,42.5
EWC_train49_eval4,exp1,4,49,EWC,0.4,48.0
naive_train5_eval5,exp1,5,5,naive,,91.0
foolish_train5_eval5,exp1,5,5,foolish,,90.5
EWC_train5_eval5,exp1,5,5,EWC,0.4,89.5
naive_train6_eval5,exp1,5,6,naive,,88.0
foolish_train6_eval5,exp1,5,6,foolish,,86.5
EWC_train6_eval5,exp1,5,6,EWC,0.4,76.0
naive_train7_eval5,exp1,5,7,naive,,6.5
foolish_train7_eval5,exp1,5,7,foolish,,13.0
EWC_train7_eval5,exp1,5,7,EWC,0.4,20.5
naive_train8_eval5,exp1,5,8,naive,,35.0
foolish_train8_eval5,exp1,5,8,foolish,,43.5
EWC_train8_eval5,exp1,5,8,EWC,0.4,41.5
naive_train9_eval5,exp1,5,9,naive,,28.0
foolish_train9_eval5,exp1,5,9,foolish,,24.5
EWC_train9_eval5,exp1,5,9,EWC,0.4,46.0
naive_train10_eval5,exp1,5,10,naive,,57.5
foolish_train10_eval5,exp1,5,10,foolish,,40.0
EWC_train10_eval5,exp1,5,10,EWC,0.4,41.5
naive_train11_eval5,exp1,5,11,naive,,20.0
foolish_train11_eval5,exp1,5,11,foolish,,17.0
EWC_train11_eval5,exp1,5,11,EWC,0.4,28.5
naive_train12_eval5,exp1,5,12,naive,,47.0
foolish_train12_eval5,exp1,5,12,foolish,,68.0
EWC_train12_eval5,exp1,5,12,EWC,0.4,58.0
naive_train13_eval5,exp1,5,13,naive,,67.0
foolish_train13_eval5,exp1,5,13,foolish,,65.0
EWC_train13_eval5,exp1,5,13,EWC,0.4,76.5
naive_train14_eval5,exp1,5,14,naive,,47.5
foolish_train14_eval5,exp1,5,14,foolish,,41.5
EWC_train14_eval5,exp1,5,14,EWC,0.4,51.0
naive_train15_eval5,exp1,5,15,naive,,77.0
foolish_train15_eval5,exp1,5,15,foolish,,72.0
EWC_train15_eval5,exp1,5,15,EWC,0.4,80.5
naive_train16_eval5,exp1,5,16,naive,,34.0
foolish_train16_eval5,exp1,5,16,foolish,,24.5
EWC_train16_eval5,exp1,5,16,EWC,0.4,26.5
naive_train17_eval5,exp1,5,17,naive,,37.0
foolish_train17_eval5,exp1,5,17,foolish,,27.5
EWC_train17_eval5,exp1,5,17,EWC,0.4,38.5
naive_train18_eval5,exp1,5,18,naive,,58.0
foolish_train18_eval5,exp1,5,18,foolish,,58.5
EWC_train18_eval5,exp1,5,18,EWC,0.4,62.5
naive_train19_eval5,exp1,5,19,naive,,41.0
foolish_train19_eval5,exp1,5,19,foolish,,29.5
EWC_train19_eval5,exp1,5,19,EWC,0.4,39.0
naive_train20_eval5,exp1,5,20,naive,,55.0
foolish_train20_eval5,exp1,5,20,foolish,,69.0
EWC_train20_eval5,exp1,5,20,EWC,0.4,63.5
naive_train21_eval5,exp1,5,21,naive,,74.0
foolish_train21_eval5,exp1,5,21,foolish,,69.0
EWC_train21_eval5,exp1,5,21,EWC,0.4,73.0
naive_train22_eval5,exp1,5,22,naive,,67.5
foolish_train22_eval5,exp1,5,22,foolish,,76.0
EWC_train22_eval5,exp1,5,22,EWC,0.4,70.5
naive_train23_eval5,exp1,5,23,naive,,86.0
foolish_train23_eval5,exp1,5,23,foolish,,90.5
EWC_train23_eval5,exp1,5,23,EWC,0.4,85.5
naive_train24_eval5,exp1,5,24,naive,,72.0
foolish_train24_eval5,exp1,5,24,foolish,,65.0
EWC_train24_eval5,exp1,5,24,EWC,0.4,80.5
naive_train25_eval5,exp1,5,25,naive,,43.5
foolish_train25_eval5,exp1,5,25,foolish,,53.5
EWC_train25_eval5,exp1,5,25,EWC,0.4,52.5
naive_train26_eval5,exp1,5,26,naive,,36.0
foolish_train26_eval5,exp1,5,26,foolish,,47.5
EWC_train26_eval5,exp1,5,26,EWC,0.4,45.5
naive_train27_eval5,exp1,5,27,naive,,32.0
foolish_train27_eval5,exp1,5,27,foolish,,12.5
EWC_train27_eval5,exp1,5,27,EWC,0.4,24.0
naive_train28_eval5,exp1,5,28,naive,,65.0
foolish_train28_eval5,exp1,5,28,foolish,,66.5
EWC_train28_eval5,exp1,5,28,EWC,0.4,63.0
naive_train29_eval5,exp1,5,29,naive,,44.0
foolish_train29_eval5,exp1,5,29,foolish,,33.0
EWC_train29_eval5,exp1,5,29,EWC,0.4,59.0
naive_train30_eval5,exp1,5,30,naive,,59.0
foolish_train30_eval5,exp1,5,30,foolish,,55.5
EWC_train30_eval5,exp1,5,30,EWC,0.4,51.0
naive_train31_eval5,exp1,5,31,naive,,64.5
foolish_train31_eval5,exp1,5,31,foolish,,40.5
EWC_train31_eval5,exp1,5,31,EWC,0.4,53.5
naive_train32_eval5,exp1,5,32,naive,,55.5
foolish_train32_eval5,exp1,5,32,foolish,,62.0
EWC_train32_eval5,exp1,5,32,EWC,0.4,52.5
naive_train33_eval5,exp1,5,33,naive,,73.0
foolish_train33_eval5,exp1,5,33,foolish,,62.5
EWC_train33_eval5,exp1,5,33,EWC,0.4,60.5
naive_train34_eval5,exp1,5,34,naive,,15.5
foolish_train34_eval5,exp1,5,34,foolish,,26.0
EWC_train34_eval5,exp1,5,34,EWC,0.4,49.0
naive_train35_eval5,exp1,5,35,naive,,56.5
foolish_train35_eval5,exp1,5,35,foolish,,54.5
EWC_train35_eval5,exp1,5,35,EWC,0.4,72.5
naive_train36_eval5,exp1,5,36,naive,,27.0
foolish_train36_eval5,exp1,5,36,foolish,,52.0
EWC_train36_eval5,exp1,5,36,EWC,0.4,70.0
naive_train37_eval5,exp1,5,37,naive,,46.5
foolish_train37_eval5,exp1,5,37,foolish,,39.0
EWC_train37_eval5,exp1,5,37,EWC,0.4,69.5
naive_train38_eval5,exp1,5,38,naive,,69.5
foolish_train38_eval5,exp1,5,38,foolish,,73.5
EWC_train38_eval5,exp1,5,38,EWC,0.4,75.5
naive_train39_eval5,exp1,5,39,naive,,59.5
foolish_train39_eval5,exp1,5,39,foolish,,54.0
EWC_train39_eval5,exp1,5,39,EWC,0.4,47.5
naive_train40_eval5,exp1,5,40,naive,,46.5
foolish_train40_eval5,exp1,5,40,foolish,,38.0
EWC_train40_eval5,exp1,5,40,EWC,0.4,63.5
naive_train41_eval5,exp1,5,41,naive,,23.0
foolish_train41_eval5,exp1,5,41,foolish,,11.0
EWC_train41_eval5,exp1,5,41,EWC,0.4,57.0
naive_train42_eval5,exp1,5,42,naive,,43.5
foolish_train42_eval5,exp1,5,42,foolish,,49.0
EWC_train42_eval5,exp1,5,42,EWC,0.4,57.0
naive_train43_eval5,exp1,5,43,naive,,75.5
foolish_train43_eval5,exp1,5,43,foolish,,70.5
EWC_train43_eval5,exp1,5,43,EWC,0.4,79.5
naive_train44_eval5,exp1,5,44,naive,,73.0
foolish_train44_eval5,exp1,5,44,foolish,,64.5
EWC_train44_eval5,exp1,5,44,EWC,0.4,67.0
naive_train45_eval5,exp1,5,45,naive,,81.0
foolish_train45_eval5,exp1,5,45,foolish,,66.5
EWC_train45_eval5,exp1,5,45,EWC,0.4,86.5
naive_train46_eval5,exp1,5,46,naive,,41.5
foolish_train46_eval5,exp1,5,46,foolish,,47.0
EWC_train46_eval5,exp1,5,46,EWC,0.4,50.5
naive_train47_eval5,exp1,5,47,naive,,27.0
foolish_train47_eval5,exp1,5,47,foolish,,51.0
EWC_train47_eval5,exp1,5,47,EWC,0.4,69.5
naive_train48_eval5,exp1,5,48,naive,,28.0
foolish_train48_eval5,exp1,5,48,foolish,,41.0
EWC_train48_eval5,exp1,5,48,EWC,0.4,82.0
naive_train49_eval5,exp1,5,49,naive,,36.5
foolish_train49_eval5,exp1,5,49,foolish,,36.0
EWC_train49_eval5,exp1,5,49,EWC,0.4,44.0
naive_train6_eval6,exp1,6,6,naive,,96.5
foolish_train6_eval6,exp1,6,6,foolish,,97.0
EWC_train6_eval6,exp1,6,6,EWC,0.4,92.0
naive_train7_eval6,exp1,6,7,naive,,7.5
foolish_train7_eval6,exp1,6,7,foolish,,17.5
EWC_train7_eval6,exp1,6,7,EWC,0.4,33.5
naive_train8_eval6,exp1,6,8,naive,,17.5
foolish_train8_eval6,exp1,6,8,foolish,,23.0
EWC_train8_eval6,exp1,6,8,EWC,0.4,26.0
naive_train9_eval6,exp1,6,9,naive,,11.0
foolish_train9_eval6,exp1,6,9,foolish,,20.5
EWC_train9_eval6,exp1,6,9,EWC,0.4,29.0
naive_train10_eval6,exp1,6,10,naive,,65.0
foolish_train10_eval6,exp1,6,10,foolish,,53.0
EWC_train10_eval6,exp1,6,10,EWC,0.4,56.5
naive_train11_eval6,exp1,6,11,naive,,26.0
foolish_train11_eval6,exp1,6,11,foolish,,20.0
EWC_train11_eval6,exp1,6,11,EWC,0.4,31.0
naive_train12_eval6,exp1,6,12,naive,,51.0
foolish_train12_eval6,exp1,6,12,foolish,,70.5
EWC_train12_eval6,exp1,6,12,EWC,0.4,65.0
naive_train13_eval6,exp1,6,13,naive,,83.5
foolish_train13_eval6,exp1,6,13,foolish,,80.0
EWC_train13_eval6,exp1,6,13,EWC,0.4,89.5
naive_train14_eval6,exp1,6,14,naive,,53.0
foolish_train14_eval6,exp1,6,14,foolish,,53.5
EWC_train14_eval6,exp1,6,14,EWC,0.4,61.5
naive_train15_eval6,exp1,6,15,naive,,89.0
foolish_train15_eval6,exp1,6,15,foolish,,78.0
EWC_train15_eval6,exp1,6,15,EWC,0.4,85.5
naive_train16_eval6,exp1,6,16,naive,,48.5
foolish_train16_eval6,exp1,6,16,foolish,,38.5
EWC_train16_eval6,exp1,6,16,EWC,0.4,49.5
naive_train17_eval6,exp1,6,17,naive,,46.5
foolish_train17_eval6,exp1,6,17,foolish,,48.0
EWC_train17_eval6,exp1,6,17,EWC,0.4,62.0
naive_train18_eval6,exp1,6,18,naive,,43.5
foolish_train18_eval6,exp1,6,18,foolish,,60.0
EWC_train18_eval6,exp1,6,18,EWC,0.4,69.0
naive_train19_eval6,exp1,6,19,naive,,52.0
foolish_train19_eval6,exp1,6,19,foolish,,63.5
EWC_train19_eval6,exp1,6,19,EWC,0.4,66.5
naive_train20_eval6,exp1,6,20,naive,,28.0
foolish_train20_eval6,exp1,6,20,foolish,,51.0
EWC_train20_eval6,exp1,6,20,EWC,0.4,49.0
naive_train21_eval6,exp1,6,21,naive,,84.5
foolish_train21_eval6,exp1,6,21,foolish,,71.5
EWC_train21_eval6,exp1,6,21,EWC,0.4,85.5
naive_train22_eval6,exp1,6,22,naive,,65.0
foolish_train22_eval6,exp1,6,22,foolish,,60.0
EWC_train22_eval6,exp1,6,22,EWC,0.4,81.5
naive_train23_eval6,exp1,6,23,naive,,84.0
foolish_train23_eval6,exp1,6,23,foolish,,95.5
EWC_train23_eval6,exp1,6,23,EWC,0.4,83.0
naive_train24_eval6,exp1,6,24,naive,,87.0
foolish_train24_eval6,exp1,6,24,foolish,,67.0
EWC_train24_eval6,exp1,6,24,EWC,0.4,89.5
naive_train25_eval6,exp1,6,25,naive,,39.5
foolish_train25_eval6,exp1,6,25,foolish,,41.0
EWC_train25_eval6,exp1,6,25,EWC,0.4,59.5
naive_train26_eval6,exp1,6,26,naive,,60.0
foolish_train26_eval6,exp1,6,26,foolish,,82.5
EWC_train26_eval6,exp1,6,26,EWC,0.4,60.5
naive_train27_eval6,exp1,6,27,naive,,37.0
foolish_train27_eval6,exp1,6,27,foolish,,10.5
EWC_train27_eval6,exp1,6,27,EWC,0.4,30.5
naive_train28_eval6,exp1,6,28,naive,,52.0
foolish_train28_eval6,exp1,6,28,foolish,,38.5
EWC_train28_eval6,exp1,6,28,EWC,0.4,49.0
naive_train29_eval6,exp1,6,29,naive,,28.0
foolish_train29_eval6,exp1,6,29,foolish,,32.0
EWC_train29_eval6,exp1,6,29,EWC,0.4,55.0
naive_train30_eval6,exp1,6,30,naive,,51.0
foolish_train30_eval6,exp1,6,30,foolish,,32.5
EWC_train30_eval6,exp1,6,30,EWC,0.4,47.5
naive_train31_eval6,exp1,6,31,naive,,62.5
foolish_train31_eval6,exp1,6,31,foolish,,33.0
EWC_train31_eval6,exp1,6,31,EWC,0.4,54.0
naive_train32_eval6,exp1,6,32,naive,,59.0
foolish_train32_eval6,exp1,6,32,foolish,,53.5
EWC_train32_eval6,exp1,6,32,EWC,0.4,46.0
naive_train33_eval6,exp1,6,33,naive,,57.5
foolish_train33_eval6,exp1,6,33,foolish,,42.0
EWC_train33_eval6,exp1,6,33,EWC,0.4,50.0
naive_train34_eval6,exp1,6,34,naive,,16.5
foolish_train34_eval6,exp1,6,34,foolish,,19.5
EWC_train34_eval6,exp1,6,34,EWC,0.4,31.5
naive_train35_eval6,exp1,6,35,naive,,64.0
foolish_train35_eval6,exp1,6,35,foolish,,80.5
EWC_train35_eval6,exp1,6,35,EWC,0.4,73.5
naive_train36_eval6,exp1,6,36,naive,,22.5
foolish_train36_eval6,exp1,6,36,foolish,,29.0
EWC_train36_eval6,exp1,6,36,EWC,0.4,65.5
naive_train37_eval6,exp1,6,37,naive,,38.5
foolish_train37_eval6,exp1,6,37,foolish,,48.5
EWC_train37_eval6,exp1,6,37,EWC,0.4,58.5
naive_train38_eval6,exp1,6,38,naive,,86.5
foolish_train38_eval6,exp1,6,38,foolish,,86.5
EWC_train38_eval6,exp1,6,38,EWC,0.4,87.5
naive_train39_eval6,exp1,6,39,naive,,36.0
foolish_train39_eval6,exp1,6,39,foolish,,33.5
EWC_train39_eval6,exp1,6,39,EWC,0.4,40.0
naive_train40_eval6,exp1,6,40,naive,,40.0
foolish_train40_eval6,exp1,6,40,foolish,,34.5
EWC_train40_eval6,exp1,6,40,EWC,0.4,62.5
naive_train41_eval6,exp1,6,41,naive,,32.5
foolish_train41_eval6,exp1,6,41,foolish,,11.0
EWC_train41_eval6,exp1,6,41,EWC,0.4,53.0
naive_train42_eval6,exp1,6,42,naive,,54.0
foolish_train42_eval6,exp1,6,42,foolish,,59.0
EWC_train42_eval6,exp1,6,42,EWC,0.4,60.5
naive_train43_eval6,exp1,6,43,naive,,75.5
foolish_train43_eval6,exp1,6,43,foolish,,82.0
EWC_train43_eval6,exp1,6,43,EWC,0.4,72.5
naive_train44_eval6,exp1,6,44,naive,,65.5
foolish_train44_eval6,exp1,6,44,foolish,,67.5
EWC_train44_eval6,exp1,6,44,EWC,0.4,79.5
naive_train45_eval6,exp1,6,45,naive,,88.5
foolish_train45_eval6,exp1,6,45,foolish,,81.0
EWC_train45_eval6,exp1,6,45,EWC,0.4,87.0
naive_train46_eval6,exp1,6,46,naive,,20.0
foolish_train46_eval6,exp1,6,46,foolish,,22.5
EWC_train46_eval6,exp1,6,46,EWC,0.4,33.0
naive_train47_eval6,exp1,6,47,naive,,38.0
foolish_train47_eval6,exp1,6,47,foolish,,71.5
EWC_train47_eval6,exp1,6,47,EWC,0.4,69.5
naive_train48_eval6,exp1,6,48,naive,,44.5
foolish_train48_eval6,exp1,6,48,foolish,,54.5
EWC_train48_eval6,exp1,6,48,EWC,0.4,77.5
naive_train49_eval6,exp1,6,49,naive,,44.0
foolish_train49_eval6,exp1,6,49,foolish,,37.0
EWC_train49_eval6,exp1,6,49,EWC,0.4,47.5
naive_train7_eval7,exp1,7,7,naive,,90.0
foolish_train7_eval7,exp1,7,7,foolish,,90.5
EWC_train7_eval7,exp1,7,7,EWC,0.4,72.0
naive_train8_eval7,exp1,7,8,naive,,54.0
foolish_train8_eval7,exp1,7,8,foolish,,51.5
EWC_train8_eval7,exp1,7,8,EWC,0.4,55.0
naive_train9_eval7,exp1,7,9,naive,,82.0
foolish_train9_eval7,exp1,7,9,foolish,,71.0
EWC_train9_eval7,exp1,7,9,EWC,0.4,58.5
naive_train10_eval7,exp1,7,10,naive,,49.0
foolish_train10_eval7,exp1,7,10,foolish,,51.5
EWC_train10_eval7,exp1,7,10,EWC,0.4,65.0
naive_train11_eval7,exp1,7,11,naive,,64.5
foolish_train11_eval7,exp1,7,11,foolish,,67.0
EWC_train11_eval7,exp1,7,11,EWC,0.4,55.0
naive_train12_eval7,exp1,7,12,naive,,47.0
foolish_train12_eval7,exp1,7,12,foolish,,34.0
EWC_train12_eval7,exp1,7,12,EWC,0.4,35.5
naive_train13_eval7,exp1,7,13,naive,,39.0
foolish_train13_eval7,exp1,7,13,foolish,,43.5
EWC_train13_eval7,exp1,7,13,EWC,0.4,39.0
naive_train14_eval7,exp1,7,14,naive,,43.5
foolish_train14_eval7,exp1,7,14,foolish,,56.5
EWC_train14_eval7,exp1,7,14,EWC,0.4,40.0
naive_train15_eval7,exp1,7,15,naive,,39.5
foolish_train15_eval7,exp1,7,15,foolish,,27.5
EWC_train15_eval7,exp1,7,15,EWC,0.4,29.5
naive_train16_eval7,exp1,7,16,naive,,57.0
foolish_train16_eval7,exp1,7,16,foolish,,58.0
EWC_train16_eval7,exp1,7,16,EWC,0.4,50.0
naive_train17_eval7,exp1,7,17,naive,,58.0
foolish_train17_eval7,exp1,7,17,foolish,,63.5
EWC_train17_eval7,exp1,7,17,EWC,0.4,56.5
naive_train18_eval7,exp1,7,18,naive,,52.0
foolish_train18_eval7,exp1,7,18,foolish,,42.0
EWC_train18_eval7,exp1,7,18,EWC,0.4,44.0
naive_train19_eval7,exp1,7,19,naive,,49.0
foolish_train19_eval7,exp1,7,19,foolish,,53.0
EWC_train19_eval7,exp1,7,19,EWC,0.4,44.5
naive_train20_eval7,exp1,7,20,naive,,44.0
foolish_train20_eval7,exp1,7,20,foolish,,50.0
EWC_train20_eval7,exp1,7,20,EWC,0.4,53.0
naive_train21_eval7,exp1,7,21,naive,,44.5
foolish_train21_eval7,exp1,7,21,foolish,,49.5
EWC_train21_eval7,exp1,7,21,EWC,0.4,46.0
naive_train22_eval7,exp1,7,22,naive,,49.5
foolish_train22_eval7,exp1,7,22,foolish,,48.0
EWC_train22_eval7,exp1,7,22,EWC,0.4,46.0
naive_train23_eval7,exp1,7,23,naive,,22.0
foolish_train23_eval7,exp1,7,23,foolish,,14.0
EWC_train23_eval7,exp1,7,23,EWC,0.4,31.5
naive_train24_eval7,exp1,7,24,naive,,35.5
foolish_train24_eval7,exp1,7,24,foolish,,41.5
EWC_train24_eval7,exp1,7,24,EWC,0.4,31.0
naive_train25_eval7,exp1,7,25,naive,,57.0
foolish_train25_eval7,exp1,7,25,foolish,,49.0
EWC_train25_eval7,exp1,7,25,EWC,0.4,45.0
naive_train26_eval7,exp1,7,26,naive,,52.0
foolish_train26_eval7,exp1,7,26,foolish,,41.5
EWC_train26_eval7,exp1,7,26,EWC,0.4,40.0
naive_train27_eval7,exp1,7,27,naive,,67.5
foolish_train27_eval7,exp1,7,27,foolish,,84.0
EWC_train27_eval7,exp1,7,27,EWC,0.4,51.5
naive_train28_eval7,exp1,7,28,naive,,47.5
foolish_train28_eval7,exp1,7,28,foolish,,42.5
EWC_train28_eval7,exp1,7,28,EWC,0.4,44.0
naive_train29_eval7,exp1,7,29,naive,,60.0
foolish_train29_eval7,exp1,7,29,foolish,,60.5
EWC_train29_eval7,exp1,7,29,EWC,0.4,47.0
naive_train30_eval7,exp1,7,30,naive,,44.5
foolish_train30_eval7,exp1,7,30,foolish,,53.5
EWC_train30_eval7,exp1,7,30,EWC,0.4,47.5
naive_train31_eval7,exp1,7,31,naive,,38.5
foolish_train31_eval7,exp1,7,31,foolish,,56.5
EWC_train31_eval7,exp1,7,31,EWC,0.4,41.5
naive_train32_eval7,exp1,7,32,naive,,23.5
foolish_train32_eval7,exp1,7,32,foolish,,30.0
EWC_train32_eval7,exp1,7,32,EWC,0.4,48.0
naive_train33_eval7,exp1,7,33,naive,,48.0
foolish_train33_eval7,exp1,7,33,foolish,,44.0
EWC_train33_eval7,exp1,7,33,EWC,0.4,43.0
naive_train34_eval7,exp1,7,34,naive,,77.5
foolish_train34_eval7,exp1,7,34,foolish,,61.0
EWC_train34_eval7,exp1,7,34,EWC,0.4,44.5
naive_train35_eval7,exp1,7,35,naive,,48.5
foolish_train35_eval7,exp1,7,35,foolish,,51.0
EWC_train35_eval7,exp1,7,35,EWC,0.4,36.5
naive_train36_eval7,exp1,7,36,naive,,77.5
foolish_train36_eval7,exp1,7,36,foolish,,60.0
EWC_train36_eval7,exp1,7,36,EWC,0.4,45.0
naive_train37_eval7,exp1,7,37,naive,,74.0
foolish_train37_eval7,exp1,7,37,foolish,,61.5
EWC_train37_eval7,exp1,7,37,EWC,0.4,39.0
naive_train38_eval7,exp1,7,38,naive,,35.5
foolish_train38_eval7,exp1,7,38,foolish,,38.0
EWC_train38_eval7,exp1,7,38,EWC,0.4,37.0
naive_train39_eval7,exp1,7,39,naive,,33.0
foolish_train39_eval7,exp1,7,39,foolish,,43.0
EWC_train39_eval7,exp1,7,39,EWC,0.4,48.5
naive_train40_eval7,exp1,7,40,naive,,57.5
foolish_train40_eval7,exp1,7,40,foolish,,68.5
EWC_train40_eval7,exp1,7,40,EWC,0.4,40.0
naive_train41_eval7,exp1,7,41,naive,,73.0
foolish_train41_eval7,exp1,7,41,foolish,,69.5
EWC_train41_eval7,exp1,7,41,EWC,0.4,41.0
naive_train42_eval7,exp1,7,42,naive,,61.5
foolish_train42_eval7,exp1,7,42,foolish,,45.5
EWC_train42_eval7,exp1,7,42,EWC,0.4,37.5
naive_train43_eval7,exp1,7,43,naive,,28.0
foolish_train43_eval7,exp1,7,43,foolish,,36.5
EWC_train43_eval7,exp1,7,43,EWC,0.4,34.5
naive_train44_eval7,exp1,7,44,naive,,34.0
foolish_train44_eval7,exp1,7,44,foolish,,40.0
EWC_train44_eval7,exp1,7,44,EWC,0.4,36.5
naive_train45_eval7,exp1,7,45,naive,,42.5
foolish_train45_eval7,exp1,7,45,foolish,,46.5
EWC_train45_eval7,exp1,7,45,EWC,0.4,32.5
naive_train46_eval7,exp1,7,46,naive,,54.5
foolish_train46_eval7,exp1,7,46,foolish,,53.0
EWC_train46_eval7,exp1,7,46,EWC,0.4,44.5
naive_train47_eval7,exp1,7,47,naive,,68.0
foolish_train47_eval7,exp1,7,47,foolish,,45.0
EWC_train47_eval7,exp1,7,47,EWC,0.4,35.0
naive_train48_eval7,exp1,7,48,naive,,65.0
foolish_train48_eval7,exp1,7,48,foolish,,47.5
EWC_train48_eval7,exp1,7,48,EWC,0.4,30.0
naive_train49_eval7,exp1,7,49,naive,,53.5
foolish_train49_eval7,exp1,7,49,foolish,,50.0
EWC_train49_eval7,exp1,7,49,EWC,0.4,48.5
naive_train8_eval8,exp1,8,8,naive,,97.5
foolish_train8_eval8,exp1,8,8,foolish,,98.0
EWC_train8_eval8,exp1,8,8,EWC,0.4,92.5
