,exp_name,task_number,task_trained_on,model,lambda,accuracy
foolish_train89_eval25,exp1,25,89,foolish,,55.5
EWC_train89_eval25,exp1,25,89,EWC,0.4,53.0
naive_train90_eval25,exp1,25,90,naive,,59.0
foolish_train90_eval25,exp1,25,90,foolish,,56.0
EWC_train90_eval25,exp1,25,90,EWC,0.4,53.0
naive_train91_eval25,exp1,25,91,naive,,55.5
foolish_train91_eval25,exp1,25,91,foolish,,61.5
EWC_train91_eval25,exp1,25,91,EWC,0.4,54.5
naive_train92_eval25,exp1,25,92,naive,,60.0
foolish_train92_eval25,exp1,25,92,foolish,,70.5
EWC_train92_eval25,exp1,25,92,EWC,0.4,53.5
naive_train93_eval25,exp1,25,93,naive,,52.5
foolish_train93_eval25,exp1,25,93,foolish,,54.5
EWC_train93_eval25,exp1,25,93,EWC,0.4,53.5
naive_train94_eval25,exp1,25,94,naive,,43.5
foolish_train94_eval25,exp1,25,94,foolish,,49.0
EWC_train94_eval25,exp1,25,94,EWC,0.4,49.0
naive_train95_eval25,exp1,25,95,naive,,47.5
foolish_train95_eval25,exp1,25,95,foolish,,46.5
EWC_train95_eval25,exp1,25,95,EWC,0.4,50.0
naive_train96_eval25,exp1,25,96,naive,,43.5
foolish_train96_eval25,exp1,25,96,foolish,,47.0
EWC_train96_eval25,exp1,25,96,EWC,0.4,51.0
naive_train97_eval25,exp1,25,97,naive,,47.5
foolish_train97_eval25,exp1,25,97,foolish,,49.5
EWC_train97_eval25,exp1,25,97,EWC,0.4,51.0
naive_train98_eval25,exp1,25,98,naive,,53.5
foolish_train98_eval25,exp1,25,98,foolish,,62.0
EWC_train98_eval25,exp1,25,98,EWC,0.4,49.5
naive_train99_eval25,exp1,25,99,naive,,51.0
foolish_train99_eval25,exp1,25,99,foolish,,47.0
EWC_train99_eval25,exp1,25,99,EWC,0.4,50.0
naive_train26_eval26,exp1,26,26,naive,,75.5
foolish_train26_eval26,exp1,26,26,foolish,,79.5
EWC_train26_eval26,exp1,26,26,EWC,0.4,69.5
naive_train27_eval26,exp1,26,27,naive,,48.5
foolish_train27_eval26,exp1,26,27,foolish,,45.0
EWC_train27_eval26,exp1,26,27,EWC,0.4,57.5
naive_train28_eval26,exp1,26,28,naive,,26.0
foolish_train28_eval26,exp1,26,28,foolish,,26.5
EWC_train28_eval26,exp1,26,28,EWC,0.4,41.5
naive_train29_eval26,exp1,26,29,naive,,35.5
foolish_train29_eval26,exp1,26,29,foolish,,68.0
EWC_train29_eval26,exp1,26,29,EWC,0.4,50.5
naive_train30_eval26,exp1,26,30,naive,,36.5
foolish_train30_eval26,exp1,26,30,foolish,,32.5
EWC_train30_eval26,exp1,26,30,EWC,0.4,45.5
naive_train31_eval26,exp1,26,31,naive,,60.0
foolish_train31_eval26,exp1,26,31,foolish,,45.0
EWC_train31_eval26,exp1,26,31,EWC,0.4,60.0
naive_train32_eval26,exp1,26,32,naive,,57.0
foolish_train32_eval26,exp1,26,32,foolish,,43.0
EWC_train32_eval26,exp1,26,32,EWC,0.4,36.5
naive_train33_eval26,exp1,26,33,naive,,28.0
foolish_train33_eval26,exp1,26,33,foolish,,53.5
EWC_train33_eval26,exp1,26,33,EWC,0.4,41.5
naive_train34_eval26,exp1,26,34,naive,,60.0
foolish_train34_eval26,exp1,26,34,foolish,,54.0
EWC_train34_eval26,exp1,26,34,EWC,0.4,43.5
naive_train35_eval26,exp1,26,35,naive,,49.5
foolish_train35_eval26,exp1,26,35,foolish,,69.5
EWC_train35_eval26,exp1,26,35,EWC,0.4,59.5
naive_train36_eval26,exp1,26,36,naive,,50.5
foolish_train36_eval26,exp1,26,36,foolish,,43.0
EWC_train36_eval26,exp1,26,36,EWC,0.4,45.5
naive_train37_eval26,exp1,26,37,naive,,44.0
foolish_train37_eval26,exp1,26,37,foolish,,54.5
EWC_train37_eval26,exp1,26,37,EWC,0.4,40.5
naive_train38_eval26,exp1,26,38,naive,,65.5
foolish_train38_eval26,exp1,26,38,foolish,,56.0
EWC_train38_eval26,exp1,26,38,EWC,0.4,57.5
naive_train39_eval26,exp1,26,39,naive,,39.0
foolish_train39_eval26,exp1,26,39,foolish,,26.5
EWC_train39_eval26,exp1,26,39,EWC,0.4,37.5
naive_train40_eval26,exp1,26,40,naive,,49.5
foolish_train40_eval26,exp1,26,40,foolish,,54.5
EWC_train40_eval26,exp1,26,40,EWC,0.4,45.5
naive_train41_eval26,exp1,26,41,naive,,57.0
foolish_train41_eval26,exp1,26,41,foolish,,57.0
EWC_train41_eval26,exp1,26,41,EWC,0.4,50.0
naive_train42_eval26,exp1,26,42,naive,,52.0
foolish_train42_eval26,exp1,26,42,foolish,,61.0
EWC_train42_eval26,exp1,26,42,EWC,0.4,57.5
naive_train43_eval26,exp1,26,43,naive,,38.5
foolish_train43_eval26,exp1,26,43,foolish,,54.0
EWC_train43_eval26,exp1,26,43,EWC,0.4,55.5
naive_train44_eval26,exp1,26,44,naive,,39.0
foolish_train44_eval26,exp1,26,44,foolish,,36.5
EWC_train44_eval26,exp1,26,44,EWC,0.4,57.0
naive_train45_eval26,exp1,26,45,naive,,41.5
foolish_train45_eval26,exp1,26,45,foolish,,51.5
EWC_train45_eval26,exp1,26,45,EWC,0.4,51.0
naive_train46_eval26,exp1,26,46,naive,,40.5
foolish_train46_eval26,exp1,26,46,foolish,,34.0
EWC_train46_eval26,exp1,26,46,EWC,0.4,38.5
naive_train47_eval26,exp1,26,47,naive,,47.0
foolish_train47_eval26,exp1,26,47,foolish,,46.5
EWC_train47_eval26,exp1,26,47,EWC,0.4,56.0
naive_train48_eval26,exp1,26,48,naive,,53.0
foolish_train48_eval26,exp1,26,48,foolish,,62.0
EWC_train48_eval26,exp1,26,48,EWC,0.4,48.5
naive_train49_eval26,exp1,26,49,naive,,60.5
foolish_train49_eval26,exp1,26,49,foolish,,59.5
EWC_train49_eval26,exp1,26,49,EWC,0.4,56.5
naive_train50_eval26,exp1,26,50,naive,,48.5
foolish_train50_eval26,exp1,26,50,foolish,,60.0
EWC_train50_eval26,exp1,26,50,EWC,0.4,49.0
naive_train51_eval26,exp1,26,51,naive,,56.5
foolish_train51_eval26,exp1,26,51,foolish,,60.0
EWC_train51_eval26,exp1,26,51,EWC,0.4,60.5
naive_train52_eval26,exp1,26,52,naive,,30.0
foolish_train52_eval26,exp1,26,52,foolish,,35.5
EWC_train52_eval26,exp1,26,52,EWC,0.4,50.5
naive_train53_eval26,exp1,26,53,naive,,44.0
foolish_train53_eval26,exp1,26,53,foolish,,52.5
EWC_train53_eval26,exp1,26,53,EWC,0.4,53.0
naive_train54_eval26,exp1,26,54,naive,,38.5
foolish_train54_eval26,exp1,26,54,foolish,,45.0
EWC_train54_eval26,exp1,26,54,EWC,0.4,44.5
naive_train55_eval26,exp1,26,55,naive,,30.0
foolish_train55_eval26,exp1,26,55,foolish,,38.0
EWC_train55_eval26,exp1,26,55,EWC,0.4,41.5
naive_train56_eval26,exp1,26,56,naive,,22.5
foolish_train56_eval26,exp1,26,56,foolish,,29.0
EWC_train56_eval26,exp1,26,56,EWC,0.4,39.0
naive_train57_eval26,exp1,26,57,naive,,32.0
foolish_train57_eval26,exp1,26,57,foolish,,38.0
EWC_train57_eval26,exp1,26,57,EWC,0.4,43.5
naive_train58_eval26,exp1,26,58,naive,,67.5
foolish_train58_eval26,exp1,26,58,foolish,,61.0
EWC_train58_eval26,exp1,26,58,EWC,0.4,47.0
naive_train59_eval26,exp1,26,59,naive,,54.5
foolish_train59_eval26,exp1,26,59,foolish,,55.5
EWC_train59_eval26,exp1,26,59,EWC,0.4,48.5
naive_train60_eval26,exp1,26,60,naive,,40.0
foolish_train60_eval26,exp1,26,60,foolish,,41.0
EWC_train60_eval26,exp1,26,60,EWC,0.4,43.0
naive_train61_eval26,exp1,26,61,naive,,58.0
foolish_train61_eval26,exp1,26,61,foolish,,74.0
EWC_train61_eval26,exp1,26,61,EWC,0.4,51.0
naive_train62_eval26,exp1,26,62,naive,,31.5
foolish_train62_eval26,exp1,26,62,foolish,,52.0
EWC_train62_eval26,exp1,26,62,EWC,0.4,41.5
naive_train63_eval26,exp1,26,63,naive,,26.0
foolish_train63_eval26,exp1,26,63,foolish,,32.0
EWC_train63_eval26,exp1,26,63,EWC,0.4,45.5
naive_train64_eval26,exp1,26,64,naive,,36.5
foolish_train64_eval26,exp1,26,64,foolish,,48.0
EWC_train64_eval26,exp1,26,64,EWC,0.4,47.0
naive_train65_eval26,exp1,26,65,naive,,47.0
foolish_train65_eval26,exp1,26,65,foolish,,49.5
EWC_train65_eval26,exp1,26,65,EWC,0.4,50.0
naive_train66_eval26,exp1,26,66,naive,,61.5
foolish_train66_eval26,exp1,26,66,foolish,,60.5
EWC_train66_eval26,exp1,26,66,EWC,0.4,50.0
naive_train67_eval26,exp1,26,67,naive,,70.0
foolish_train67_eval26,exp1,26,67,foolish,,56.0
EWC_train67_eval26,exp1,26,67,EWC,0.4,53.0
naive_train68_eval26,exp1,26,68,naive,,67.0
foolish_train68_eval26,exp1,26,68,foolish,,58.5
EWC_train68_eval26,exp1,26,68,EWC,0.4,45.5
naive_train69_eval26,exp1,26,69,naive,,34.5
foolish_train69_eval26,exp1,26,69,foolish,,27.0
EWC_train69_eval26,exp1,26,69,EWC,0.4,43.0
naive_train70_eval26,exp1,26,70,naive,,55.5
foolish_train70_eval26,exp1,26,70,foolish,,56.0
EWC_train70_eval26,exp1,26,70,EWC,0.4,52.0
naive_train71_eval26,exp1,26,71,naive,,45.0
foolish_train71_eval26,exp1,26,71,foolish,,59.0
EWC_train71_eval26,exp1,26,71,EWC,0.4,47.0
naive_train72_eval26,exp1,26,72,naive,,59.0
foolish_train72_eval26,exp1,26,72,foolish,,55.0
EWC_train72_eval26,exp1,26,72,EWC,0.4,54.0
naive_train73_eval26,exp1,26,73,naive,,62.0
foolish_train73_eval26,exp1,26,73,foolish,,49.5
EWC_train73_eval26,exp1,26,73,EWC,0.4,55.5
naive_train74_eval26,exp1,26,74,naive,,50.0
foolish_train74_eval26,exp1,26,74,foolish,,61.5
EWC_train74_eval26,exp1,26,74,EWC,0.4,46.5
naive_train75_eval26,exp1,26,75,naive,,50.5
foolish_train75_eval26,exp1,26,75,foolish,,63.5
EWC_train75_eval26,exp1,26,75,EWC,0.4,49.5
naive_train76_eval26,exp1,26,76,naive,,51.0
foolish_train76_eval26,exp1,26,76,foolish,,46.0
EWC_train76_eval26,exp1,26,76,EWC,0.4,47.5
naive_train77_eval26,exp1,26,77,naive,,51.5
foolish_train77_eval26,exp1,26,77,foolish,,53.0
EWC_train77_eval26,exp1,26,77,EWC,0.4,50.5
naive_train78_eval26,exp1,26,78,naive,,38.0
foolish_train78_eval26,exp1,26,78,foolish,,35.0
EWC_train78_eval26,exp1,26,78,EWC,0.4,46.0
naive_train79_eval26,exp1,26,79,naive,,52.5
foolish_train79_eval26,exp1,26,79,foolish,,43.5
EWC_train79_eval26,exp1,26,79,EWC,0.4,47.0
naive_train80_eval26,exp1,26,80,naive,,43.0
foolish_train80_eval26,exp1,26,80,foolish,,45.5
EWC_train80_eval26,exp1,26,80,EWC,0.4,48.0
naive_train81_eval26,exp1,26,81,naive,,60.0
foolish_train81_eval26,exp1,26,81,foolish,,66.0
EWC_train81_eval26,exp1,26,81,EWC,0.4,53.0
naive_train82_eval26,exp1,26,82,naive,,35.5
foolish_train82_eval26,exp1,26,82,foolish,,28.0
EWC_train82_eval26,exp1,26,82,EWC,0.4,42.0
naive_train83_eval26,exp1,26,83,naive,,46.0
foolish_train83_eval26,exp1,26,83,foolish,,31.5
EWC_train83_eval26,exp1,26,83,EWC,0.4,47.5
naive_train84_eval26,exp1,26,84,naive,,51.0
foolish_train84_eval26,exp1,26,84,foolish,,46.0
EWC_train84_eval26,exp1,26,84,EWC,0.4,46.0
naive_train85_eval26,exp1,26,85,naive,,55.5
foolish_train85_eval26,exp1,26,85,foolish,,41.5
EWC_train85_eval26,exp1,26,85,EWC,0.4,53.0
naive_train86_eval26,exp1,26,86,naive,,42.5
foolish_train86_eval26,exp1,26,86,foolish,,56.0
EWC_train86_eval26,exp1,26,86,EWC,0.4,47.0
naive_train87_eval26,exp1,26,87,naive,,46.5
foolish_train87_eval26,exp1,26,87,foolish,,52.0
EWC_train87_eval26,exp1,26,87,EWC,0.4,46.5
naive_train88_eval26,exp1,26,88,naive,,50.5
foolish_train88_eval26,exp1,26,88,foolish,,51.5
EWC_train88_eval26,exp1,26,88,EWC,0.4,50.0
naive_train89_eval26,exp1,26,89,naive,,65.5
foolish_train89_eval26,exp1,26,89,foolish,,53.0
EWC_train89_eval26,exp1,26,89,EWC,0.4,47.5
naive_train90_eval26,exp1,26,90,naive,,54.5
foolish_train90_eval26,exp1,26,90,foolish,,44.5
EWC_train90_eval26,exp1,26,90,EWC,0.4,45.5
naive_train91_eval26,exp1,26,91,naive,,37.5
foolish_train91_eval26,exp1,26,91,foolish,,27.5
EWC_train91_eval26,exp1,26,91,EWC,0.4,42.0
naive_train92_eval26,exp1,26,92,naive,,37.0
foolish_train92_eval26,exp1,26,92,foolish,,32.5
EWC_train92_eval26,exp1,26,92,EWC,0.4,44.0
naive_train93_eval26,exp1,26,93,naive,,58.5
foolish_train93_eval26,exp1,26,93,foolish,,64.0
EWC_train93_eval26,exp1,26,93,EWC,0.4,53.0
naive_train94_eval26,exp1,26,94,naive,,56.0
foolish_train94_eval26,exp1,26,94,foolish,,61.5
EWC_train94_eval26,exp1,26,94,EWC,0.4,49.0
naive_train95_eval26,exp1,26,95,naive,,53.5
foolish_train95_eval26,exp1,26,95,foolish,,53.5
EWC_train95_eval26,exp1,26,95,EWC,0.4,49.5
naive_train96_eval26,exp1,26,96,naive,,70.0
foolish_train96_eval26,exp1,26,96,foolish,,60.5
EWC_train96_eval26,exp1,26,96,EWC,0.4,47.5
naive_train97_eval26,exp1,26,97,naive,,78.0
foolish_train97_eval26,exp1,26,97,foolish,,57.5
EWC_train97_eval26,exp1,26,97,EWC,0.4,54.5
naive_train98_eval26,exp1,26,98,naive,,35.5
foolish_train98_eval26,exp1,26,98,foolish,,38.5
EWC_train98_eval26,exp1,26,98,EWC,0.4,49.5
naive_train99_eval26,exp1,26,99,naive,,47.0
foolish_train99_eval26,exp1,26,99,foolish,,44.0
EWC_train99_eval26,exp1,26,99,EWC,0.4,50.5
naive_train27_eval27,exp1,27,27,naive,,73.5
foolish_train27_eval27,exp1,27,27,foolish,,91.0
EWC_train27_eval27,exp1,27,27,EWC,0.4,69.0
naive_train28_eval27,exp1,27,28,naive,,39.5
foolish_train28_eval27,exp1,27,28,foolish,,44.5
EWC_train28_eval27,exp1,27,28,EWC,0.4,48.0
naive_train29_eval27,exp1,27,29,naive,,55.5
foolish_train29_eval27,exp1,27,29,foolish,,61.0
EWC_train29_eval27,exp1,27,29,EWC,0.4,46.5
naive_train30_eval27,exp1,27,30,naive,,41.0
foolish_train30_eval27,exp1,27,30,foolish,,55.0
EWC_train30_eval27,exp1,27,30,EWC,0.4,46.5
naive_train31_eval27,exp1,27,31,naive,,38.5
foolish_train31_eval27,exp1,27,31,foolish,,54.0
EWC_train31_eval27,exp1,27,31,EWC,0.4,44.0
naive_train32_eval27,exp1,27,32,naive,,30.5
foolish_train32_eval27,exp1,27,32,foolish,,40.0
EWC_train32_eval27,exp1,27,32,EWC,0.4,50.0
naive_train33_eval27,exp1,27,33,naive,,40.5
foolish_train33_eval27,exp1,27,33,foolish,,38.5
EWC_train33_eval27,exp1,27,33,EWC,0.4,43.5
naive_train34_eval27,exp1,27,34,naive,,79.5
foolish_train34_eval27,exp1,27,34,foolish,,78.0
EWC_train34_eval27,exp1,27,34,EWC,0.4,63.0
naive_train35_eval27,exp1,27,35,naive,,44.0
foolish_train35_eval27,exp1,27,35,foolish,,44.5
EWC_train35_eval27,exp1,27,35,EWC,0.4,38.0
naive_train36_eval27,exp1,27,36,naive,,77.5
foolish_train36_eval27,exp1,27,36,foolish,,51.5
EWC_train36_eval27,exp1,27,36,EWC,0.4,42.5
naive_train37_eval27,exp1,27,37,naive,,66.0
foolish_train37_eval27,exp1,27,37,foolish,,72.0
EWC_train37_eval27,exp1,27,37,EWC,0.4,41.0
naive_train38_eval27,exp1,27,38,naive,,34.0
foolish_train38_eval27,exp1,27,38,foolish,,33.0
EWC_train38_eval27,exp1,27,38,EWC,0.4,35.0
naive_train39_eval27,exp1,27,39,naive,,43.0
foolish_train39_eval27,exp1,27,39,foolish,,56.5
EWC_train39_eval27,exp1,27,39,EWC,0.4,50.5
naive_train40_eval27,exp1,27,40,naive,,60.0
foolish_train40_eval27,exp1,27,40,foolish,,66.5
EWC_train40_eval27,exp1,27,40,EWC,0.4,33.0
naive_train41_eval27,exp1,27,41,naive,,64.0
foolish_train41_eval27,exp1,27,41,foolish,,75.0
EWC_train41_eval27,exp1,27,41,EWC,0.4,48.5
naive_train42_eval27,exp1,27,42,naive,,59.5
foolish_train42_eval27,exp1,27,42,foolish,,44.0
EWC_train42_eval27,exp1,27,42,EWC,0.4,37.0
naive_train43_eval27,exp1,27,43,naive,,27.0
foolish_train43_eval27,exp1,27,43,foolish,,35.5
EWC_train43_eval27,exp1,27,43,EWC,0.4,27.5
naive_train44_eval27,exp1,27,44,naive,,31.5
foolish_train44_eval27,exp1,27,44,foolish,,35.0
EWC_train44_eval27,exp1,27,44,EWC,0.4,29.5
naive_train45_eval27,exp1,27,45,naive,,31.5
foolish_train45_eval27,exp1,27,45,foolish,,35.5
EWC_train45_eval27,exp1,27,45,EWC,0.4,26.5
naive_train46_eval27,exp1,27,46,naive,,66.0
foolish_train46_eval27,exp1,27,46,foolish,,56.0
EWC_train46_eval27,exp1,27,46,EWC,0.4,53.5
naive_train47_eval27,exp1,27,47,naive,,67.0
foolish_train47_eval27,exp1,27,47,foolish,,34.5
EWC_train47_eval27,exp1,27,47,EWC,0.4,33.0
naive_train48_eval27,exp1,27,48,naive,,65.0
foolish_train48_eval27,exp1,27,48,foolish,,54.5
EWC_train48_eval27,exp1,27,48,EWC,0.4,27.5
naive_train49_eval27,exp1,27,49,naive,,62.5
foolish_train49_eval27,exp1,27,49,foolish,,59.5
EWC_train49_eval27,exp1,27,49,EWC,0.4,51.5
naive_train50_eval27,exp1,27,50,naive,,64.0
foolish_train50_eval27,exp1,27,50,foolish,,68.0
EWC_train50_eval27,exp1,27,50,EWC,0.4,51.0
naive_train51_eval27,exp1,27,51,naive,,40.0
foolish_train51_eval27,exp1,27,51,foolish,,45.0
EWC_train51_eval27,exp1,27,51,EWC,0.4,34.5
naive_train52_eval27,exp1,27,52,naive,,38.5
foolish_train52_eval27,exp1,27,52,foolish,,38.0
EWC_train52_eval27,exp1,27,52,EWC,0.4,39.5
naive_train53_eval27,exp1,27,53,naive,,67.0
foolish_train53_eval27,exp1,27,53,foolish,,61.5
EWC_train53_eval27,exp1,27,53,EWC,0.4,44.0
naive_train54_eval27,exp1,27,54,naive,,65.5
foolish_train54_eval27,exp1,27,54,foolish,,58.0
EWC_train54_eval27,exp1,27,54,EWC,0.4,42.0
naive_train55_eval27,exp1,27,55,naive,,66.5
foolish_train55_eval27,exp1,27,55,foolish,,72.0
EWC_train55_eval27,exp1,27,55,EWC,0.4,54.0
naive_train56_eval27,exp1,27,56,naive,,49.5
foolish_train56_eval27,exp1,27,56,foolish,,38.0
EWC_train56_eval27,exp1,27,56,EWC,0.4,39.5
naive_train57_eval27,exp1,27,57,naive,,54.0
foolish_train57_eval27,exp1,27,57,foolish,,41.5
EWC_train57_eval27,exp1,27,57,EWC,0.4,37.5
naive_train58_eval27,exp1,27,58,naive,,43.5
foolish_train58_eval27,exp1,27,58,foolish,,61.0
EWC_train58_eval27,exp1,27,58,EWC,0.4,46.0
naive_train59_eval27,exp1,27,59,naive,,38.0
foolish_train59_eval27,exp1,27,59,foolish,,50.0
EWC_train59_eval27,exp1,27,59,EWC,0.4,48.5
naive_train60_eval27,exp1,27,60,naive,,44.0
foolish_train60_eval27,exp1,27,60,foolish,,47.0
EWC_train60_eval27,exp1,27,60,EWC,0.4,29.5
naive_train61_eval27,exp1,27,61,naive,,39.0
foolish_train61_eval27,exp1,27,61,foolish,,33.0
EWC_train61_eval27,exp1,27,61,EWC,0.4,27.5
naive_train62_eval27,exp1,27,62,naive,,56.5
foolish_train62_eval27,exp1,27,62,foolish,,68.5
EWC_train62_eval27,exp1,27,62,EWC,0.4,44.5
naive_train63_eval27,exp1,27,63,naive,,37.5
foolish_train63_eval27,exp1,27,63,foolish,,48.0
EWC_train63_eval27,exp1,27,63,EWC,0.4,37.0
naive_train64_eval27,exp1,27,64,naive,,34.5
foolish_train64_eval27,exp1,27,64,foolish,,23.0
EWC_train64_eval27,exp1,27,64,EWC,0.4,31.0
naive_train65_eval27,exp1,27,65,naive,,15.0
foolish_train65_eval27,exp1,27,65,foolish,,12.5
EWC_train65_eval27,exp1,27,65,EWC,0.4,25.0
naive_train66_eval27,exp1,27,66,naive,,64.5
foolish_train66_eval27,exp1,27,66,foolish,,65.0
EWC_train66_eval27,exp1,27,66,EWC,0.4,31.0
naive_train67_eval27,exp1,27,67,naive,,64.5
foolish_train67_eval27,exp1,27,67,foolish,,53.0
EWC_train67_eval27,exp1,27,67,EWC,0.4,34.5
naive_train68_eval27,exp1,27,68,naive,,46.0
foolish_train68_eval27,exp1,27,68,foolish,,46.5
EWC_train68_eval27,exp1,27,68,EWC,0.4,31.0
naive_train69_eval27,exp1,27,69,naive,,54.5
foolish_train69_eval27,exp1,27,69,foolish,,60.5
EWC_train69_eval27,exp1,27,69,EWC,0.4,38.0
naive_train70_eval27,exp1,27,70,naive,,61.0
foolish_train70_eval27,exp1,27,70,foolish,,52.5
EWC_train70_eval27,exp1,27,70,EWC,0.4,38.0
naive_train71_eval27,exp1,27,71,naive,,59.5
foolish_train71_eval27,exp1,27,71,foolish,,41.0
EWC_train71_eval27,exp1,27,71,EWC,0.4,34.5
naive_train72_eval27,exp1,27,72,naive,,26.5
foolish_train72_eval27,exp1,27,72,foolish,,34.0
EWC_train72_eval27,exp1,27,72,EWC,0.4,32.5
naive_train73_eval27,exp1,27,73,naive,,40.0
foolish_train73_eval27,exp1,27,73,foolish,,36.0
EWC_train73_eval27,exp1,27,73,EWC,0.4,30.0
naive_train74_eval27,exp1,27,74,naive,,67.5
foolish_train74_eval27,exp1,27,74,foolish,,60.5
EWC_train74_eval27,exp1,27,74,EWC,0.4,28.5
naive_train75_eval27,exp1,27,75,naive,,64.0
foolish_train75_eval27,exp1,27,75,foolish,,66.5
EWC_train75_eval27,exp1,27,75,EWC,0.4,46.5
naive_train76_eval27,exp1,27,76,naive,,25.5
foolish_train76_eval27,exp1,27,76,foolish,,17.5
EWC_train76_eval27,exp1,27,76,EWC,0.4,29.0
naive_train77_eval27,exp1,27,77,naive,,27.0
foolish_train77_eval27,exp1,27,77,foolish,,34.5
EWC_train77_eval27,exp1,27,77,EWC,0.4,27.5
naive_train78_eval27,exp1,27,78,naive,,49.5
foolish_train78_eval27,exp1,27,78,foolish,,40.5
EWC_train78_eval27,exp1,27,78,EWC,0.4,30.0
naive_train79_eval27,exp1,27,79,naive,,64.5
foolish_train79_eval27,exp1,27,79,foolish,,62.0
EWC_train79_eval27,exp1,27,79,EWC,0.4,38.0
naive_train80_eval27,exp1,27,80,naive,,68.5
foolish_train80_eval27,exp1,27,80,foolish,,67.5
EWC_train80_eval27,exp1,27,80,EWC,0.4,32.0
naive_train81_eval27,exp1,27,81,naive,,57.0
foolish_train81_eval27,exp1,27,81,foolish,,41.0
EWC_train81_eval27,exp1,27,81,EWC,0.4,31.5
naive_train82_eval27,exp1,27,82,naive,,69.5
foolish_train82_eval27,exp1,27,82,foolish,,35.5
EWC_train82_eval27,exp1,27,82,EWC,0.4,30.5
naive_train83_eval27,exp1,27,83,naive,,34.0
foolish_train83_eval27,exp1,27,83,foolish,,31.5
EWC_train83_eval27,exp1,27,83,EWC,0.4,29.5
naive_train84_eval27,exp1,27,84,naive,,33.0
foolish_train84_eval27,exp1,27,84,foolish,,33.0
EWC_train84_eval27,exp1,27,84,EWC,0.4,29.5
naive_train85_eval27,exp1,27,85,naive,,72.0
foolish_train85_eval27,exp1,27,85,foolish,,83.0
EWC_train85_eval27,exp1,27,85,EWC,0.4,51.0
naive_train86_eval27,exp1,27,86,naive,,65.5
foolish_train86_eval27,exp1,27,86,foolish,,64.0
EWC_train86_eval27,exp1,27,86,EWC,0.4,45.5
naive_train87_eval27,exp1,27,87,naive,,67.5
foolish_train87_eval27,exp1,27,87,foolish,,54.0
EWC_train87_eval27,exp1,27,87,EWC,0.4,44.0
naive_train88_eval27,exp1,27,88,naive,,23.5
foolish_train88_eval27,exp1,27,88,foolish,,23.0
EWC_train88_eval27,exp1,27,88,EWC,0.4,28.0
naive_train89_eval27,exp1,27,89,naive,,46.0
foolish_train89_eval27,exp1,27,89,foolish,,42.0
EWC_train89_eval27,exp1,27,89,EWC,0.4,32.0
naive_train90_eval27,exp1,27,90,naive,,62.5
foolish_train90_eval27,exp1,27,90,foolish,,55.0
EWC_train90_eval27,exp1,27,90,EWC,0.4,33.5
naive_train91_eval27,exp1,27,91,naive,,47.5
foolish_train91_eval27,exp1,27,91,foolish,,39.0
EWC_train91_eval27,exp1,27,91,EWC,0.4,32.0
naive_train92_eval27,exp1,27,92,naive,,54.5
foolish_train92_eval27,exp1,27,92,foolish,,59.5
EWC_train92_eval27,exp1,27,92,EWC,0.4,38.0
naive_train93_eval27,exp1,27,93,naive,,30.5
foolish_train93_eval27,exp1,27,93,foolish,,62.5
EWC_train93_eval27,exp1,27,93,EWC,0.4,34.5
naive_train94_eval27,exp1,27,94,naive,,44.0
foolish_train94_eval27,exp1,27,94,foolish,,43.0
EWC_train94_eval27,exp1,27,94,EWC,0.4,33.5
naive_train95_eval27,exp1,27,95,naive,,21.0
foolish_train95_eval27,exp1,27,95,foolish,,18.5
EWC_train95_eval27,exp1,27,95,EWC,0.4,27.0
naive_train96_eval27,exp1,27,96,naive,,60.5
foolish_train96_eval27,exp1,27,96,foolish,,40.5
EWC_train96_eval27,exp1,27,96,EWC,0.4,29.0
naive_train97_eval27,exp1,27,97,naive,,52.5
foolish_train97_eval27,exp1,27,97,foolish,,61.0
EWC_train97_eval27,exp1,27,97,EWC,0.4,33.0
naive_train98_eval27,exp1,27,98,naive,,49.0
foolish_train98_eval27,exp1,27,98,foolish,,27.5
EWC_train98_eval27,exp1,27,98,EWC,0.4,31.0
naive_train99_eval27,exp1,27,99,naive,,47.5
foolish_train99_eval27,exp1,27,99,foolish,,39.5
EWC_train99_eval27,exp1,27,99,EWC,0.4,28.0
naive_train28_eval28,exp1,28,28,naive,,82.5
foolish_train28_eval28,exp1,28,28,foolish,,88.0
EWC_train28_eval28,exp1,28,28,EWC,0.4,68.5
naive_train29_eval28,exp1,28,29,naive,,62.5
foolish_train29_eval28,exp1,28,29,foolish,,55.5
EWC_train29_eval28,exp1,28,29,EWC,0.4,53.0
naive_train30_eval28,exp1,28,30,naive,,57.0
foolish_train30_eval28,exp1,28,30,foolish,,66.0
EWC_train30_eval28,exp1,28,30,EWC,0.4,54.0
naive_train31_eval28,exp1,28,31,naive,,47.0
foolish_train31_eval28,exp1,28,31,foolish,,54.5
EWC_train31_eval28,exp1,28,31,EWC,0.4,44.5
naive_train32_eval28,exp1,28,32,naive,,37.0
foolish_train32_eval28,exp1,28,32,foolish,,46.5
EWC_train32_eval28,exp1,28,32,EWC,0.4,54.5
naive_train33_eval28,exp1,28,33,naive,,78.0
foolish_train33_eval28,exp1,28,33,foolish,,73.0
EWC_train33_eval28,exp1,28,33,EWC,0.4,62.0
naive_train34_eval28,exp1,28,34,naive,,43.0
foolish_train34_eval28,exp1,28,34,foolish,,49.0
