,exp_name,task_number,task_trained_on,model,lambda,accuracy
naive_train69_eval9,exp1,9,69,naive,,61.0
foolish_train69_eval9,exp1,9,69,foolish,,61.5
EWC_train69_eval9,exp1,9,69,EWC,0.4,52.0
naive_train70_eval9,exp1,9,70,naive,,48.5
foolish_train70_eval9,exp1,9,70,foolish,,49.0
EWC_train70_eval9,exp1,9,70,EWC,0.4,45.5
naive_train71_eval9,exp1,9,71,naive,,64.5
foolish_train71_eval9,exp1,9,71,foolish,,53.5
EWC_train71_eval9,exp1,9,71,EWC,0.4,46.5
naive_train72_eval9,exp1,9,72,naive,,31.0
foolish_train72_eval9,exp1,9,72,foolish,,36.5
EWC_train72_eval9,exp1,9,72,EWC,0.4,44.0
naive_train73_eval9,exp1,9,73,naive,,33.5
foolish_train73_eval9,exp1,9,73,foolish,,30.5
EWC_train73_eval9,exp1,9,73,EWC,0.4,44.0
naive_train74_eval9,exp1,9,74,naive,,62.5
foolish_train74_eval9,exp1,9,74,foolish,,40.5
EWC_train74_eval9,exp1,9,74,EWC,0.4,43.5
naive_train75_eval9,exp1,9,75,naive,,61.0
foolish_train75_eval9,exp1,9,75,foolish,,60.0
EWC_train75_eval9,exp1,9,75,EWC,0.4,51.0
naive_train76_eval9,exp1,9,76,naive,,23.0
foolish_train76_eval9,exp1,9,76,foolish,,30.0
EWC_train76_eval9,exp1,9,76,EWC,0.4,37.5
naive_train77_eval9,exp1,9,77,naive,,26.5
foolish_train77_eval9,exp1,9,77,foolish,,39.0
EWC_train77_eval9,exp1,9,77,EWC,0.4,38.5
naive_train78_eval9,exp1,9,78,naive,,39.0
foolish_train78_eval9,exp1,9,78,foolish,,50.0
EWC_train78_eval9,exp1,9,78,EWC,0.4,42.5
naive_train79_eval9,exp1,9,79,naive,,69.5
foolish_train79_eval9,exp1,9,79,foolish,,52.5
EWC_train79_eval9,exp1,9,79,EWC,0.4,47.5
naive_train80_eval9,exp1,9,80,naive,,72.0
foolish_train80_eval9,exp1,9,80,foolish,,63.5
EWC_train80_eval9,exp1,9,80,EWC,0.4,44.0
naive_train81_eval9,exp1,9,81,naive,,49.0
foolish_train81_eval9,exp1,9,81,foolish,,43.0
EWC_train81_eval9,exp1,9,81,EWC,0.4,43.5
naive_train82_eval9,exp1,9,82,naive,,64.5
foolish_train82_eval9,exp1,9,82,foolish,,45.0
EWC_train82_eval9,exp1,9,82,EWC,0.4,43.5
naive_train83_eval9,exp1,9,83,naive,,38.0
foolish_train83_eval9,exp1,9,83,foolish,,40.5
EWC_train83_eval9,exp1,9,83,EWC,0.4,41.5
naive_train84_eval9,exp1,9,84,naive,,40.5
foolish_train84_eval9,exp1,9,84,foolish,,49.0
EWC_train84_eval9,exp1,9,84,EWC,0.4,45.5
naive_train85_eval9,exp1,9,85,naive,,53.5
foolish_train85_eval9,exp1,9,85,foolish,,58.0
EWC_train85_eval9,exp1,9,85,EWC,0.4,50.5
naive_train86_eval9,exp1,9,86,naive,,66.5
foolish_train86_eval9,exp1,9,86,foolish,,51.5
EWC_train86_eval9,exp1,9,86,EWC,0.4,45.5
naive_train87_eval9,exp1,9,87,naive,,65.0
foolish_train87_eval9,exp1,9,87,foolish,,52.5
EWC_train87_eval9,exp1,9,87,EWC,0.4,47.5
naive_train88_eval9,exp1,9,88,naive,,29.0
foolish_train88_eval9,exp1,9,88,foolish,,25.0
EWC_train88_eval9,exp1,9,88,EWC,0.4,39.0
naive_train89_eval9,exp1,9,89,naive,,33.5
foolish_train89_eval9,exp1,9,89,foolish,,42.0
EWC_train89_eval9,exp1,9,89,EWC,0.4,45.0
naive_train90_eval9,exp1,9,90,naive,,57.0
foolish_train90_eval9,exp1,9,90,foolish,,48.5
EWC_train90_eval9,exp1,9,90,EWC,0.4,44.0
naive_train91_eval9,exp1,9,91,naive,,42.5
foolish_train91_eval9,exp1,9,91,foolish,,51.0
EWC_train91_eval9,exp1,9,91,EWC,0.4,44.5
naive_train92_eval9,exp1,9,92,naive,,55.5
foolish_train92_eval9,exp1,9,92,foolish,,58.5
EWC_train92_eval9,exp1,9,92,EWC,0.4,47.0
naive_train93_eval9,exp1,9,93,naive,,40.0
foolish_train93_eval9,exp1,9,93,foolish,,50.5
EWC_train93_eval9,exp1,9,93,EWC,0.4,45.5
naive_train94_eval9,exp1,9,94,naive,,41.0
foolish_train94_eval9,exp1,9,94,foolish,,25.5
EWC_train94_eval9,exp1,9,94,EWC,0.4,42.0
naive_train95_eval9,exp1,9,95,naive,,27.5
foolish_train95_eval9,exp1,9,95,foolish,,32.0
EWC_train95_eval9,exp1,9,95,EWC,0.4,40.5
naive_train96_eval9,exp1,9,96,naive,,64.0
foolish_train96_eval9,exp1,9,96,foolish,,53.0
EWC_train96_eval9,exp1,9,96,EWC,0.4,44.0
naive_train97_eval9,exp1,9,97,naive,,42.0
foolish_train97_eval9,exp1,9,97,foolish,,33.5
EWC_train97_eval9,exp1,9,97,EWC,0.4,39.0
naive_train98_eval9,exp1,9,98,naive,,37.5
foolish_train98_eval9,exp1,9,98,foolish,,32.0
EWC_train98_eval9,exp1,9,98,EWC,0.4,42.5
naive_train99_eval9,exp1,9,99,naive,,45.0
foolish_train99_eval9,exp1,9,99,foolish,,45.0
EWC_train99_eval9,exp1,9,99,EWC,0.4,42.5
naive_train10_eval10,exp1,10,10,naive,,97.0
foolish_train10_eval10,exp1,10,10,foolish,,99.0
EWC_train10_eval10,exp1,10,10,EWC,0.4,95.0
naive_train11_eval10,exp1,10,11,naive,,85.5
foolish_train11_eval10,exp1,10,11,foolish,,57.0
EWC_train11_eval10,exp1,10,11,EWC,0.4,69.0
naive_train12_eval10,exp1,10,12,naive,,20.0
foolish_train12_eval10,exp1,10,12,foolish,,23.5
EWC_train12_eval10,exp1,10,12,EWC,0.4,42.0
naive_train13_eval10,exp1,10,13,naive,,47.0
foolish_train13_eval10,exp1,10,13,foolish,,68.5
EWC_train13_eval10,exp1,10,13,EWC,0.4,60.5
naive_train14_eval10,exp1,10,14,naive,,36.5
foolish_train14_eval10,exp1,10,14,foolish,,44.0
EWC_train14_eval10,exp1,10,14,EWC,0.4,43.5
naive_train15_eval10,exp1,10,15,naive,,48.0
foolish_train15_eval10,exp1,10,15,foolish,,52.0
EWC_train15_eval10,exp1,10,15,EWC,0.4,53.5
naive_train16_eval10,exp1,10,16,naive,,56.5
foolish_train16_eval10,exp1,10,16,foolish,,51.5
EWC_train16_eval10,exp1,10,16,EWC,0.4,51.5
naive_train17_eval10,exp1,10,17,naive,,78.5
foolish_train17_eval10,exp1,10,17,foolish,,82.0
EWC_train17_eval10,exp1,10,17,EWC,0.4,83.5
naive_train18_eval10,exp1,10,18,naive,,58.5
foolish_train18_eval10,exp1,10,18,foolish,,67.5
EWC_train18_eval10,exp1,10,18,EWC,0.4,74.0
naive_train19_eval10,exp1,10,19,naive,,43.5
foolish_train19_eval10,exp1,10,19,foolish,,41.5
EWC_train19_eval10,exp1,10,19,EWC,0.4,54.0
naive_train20_eval10,exp1,10,20,naive,,56.5
foolish_train20_eval10,exp1,10,20,foolish,,65.0
EWC_train20_eval10,exp1,10,20,EWC,0.4,87.0
naive_train21_eval10,exp1,10,21,naive,,81.5
foolish_train21_eval10,exp1,10,21,foolish,,71.0
EWC_train21_eval10,exp1,10,21,EWC,0.4,77.5
naive_train22_eval10,exp1,10,22,naive,,76.5
foolish_train22_eval10,exp1,10,22,foolish,,56.0
EWC_train22_eval10,exp1,10,22,EWC,0.4,82.0
naive_train23_eval10,exp1,10,23,naive,,45.5
foolish_train23_eval10,exp1,10,23,foolish,,41.5
EWC_train23_eval10,exp1,10,23,EWC,0.4,53.5
naive_train24_eval10,exp1,10,24,naive,,57.0
foolish_train24_eval10,exp1,10,24,foolish,,37.5
EWC_train24_eval10,exp1,10,24,EWC,0.4,60.0
naive_train25_eval10,exp1,10,25,naive,,52.0
foolish_train25_eval10,exp1,10,25,foolish,,42.5
EWC_train25_eval10,exp1,10,25,EWC,0.4,52.0
naive_train26_eval10,exp1,10,26,naive,,45.5
foolish_train26_eval10,exp1,10,26,foolish,,58.0
EWC_train26_eval10,exp1,10,26,EWC,0.4,62.0
naive_train27_eval10,exp1,10,27,naive,,51.0
foolish_train27_eval10,exp1,10,27,foolish,,45.0
EWC_train27_eval10,exp1,10,27,EWC,0.4,53.5
naive_train28_eval10,exp1,10,28,naive,,39.0
foolish_train28_eval10,exp1,10,28,foolish,,27.5
EWC_train28_eval10,exp1,10,28,EWC,0.4,38.0
naive_train29_eval10,exp1,10,29,naive,,52.5
foolish_train29_eval10,exp1,10,29,foolish,,46.5
EWC_train29_eval10,exp1,10,29,EWC,0.4,63.5
naive_train30_eval10,exp1,10,30,naive,,38.0
foolish_train30_eval10,exp1,10,30,foolish,,14.0
EWC_train30_eval10,exp1,10,30,EWC,0.4,44.5
naive_train31_eval10,exp1,10,31,naive,,56.0
foolish_train31_eval10,exp1,10,31,foolish,,61.0
EWC_train31_eval10,exp1,10,31,EWC,0.4,59.5
naive_train32_eval10,exp1,10,32,naive,,49.5
foolish_train32_eval10,exp1,10,32,foolish,,34.5
EWC_train32_eval10,exp1,10,32,EWC,0.4,54.5
naive_train33_eval10,exp1,10,33,naive,,44.0
foolish_train33_eval10,exp1,10,33,foolish,,36.5
EWC_train33_eval10,exp1,10,33,EWC,0.4,21.0
naive_train34_eval10,exp1,10,34,naive,,50.0
foolish_train34_eval10,exp1,10,34,foolish,,32.5
EWC_train34_eval10,exp1,10,34,EWC,0.4,49.5
naive_train35_eval10,exp1,10,35,naive,,57.0
foolish_train35_eval10,exp1,10,35,foolish,,68.5
EWC_train35_eval10,exp1,10,35,EWC,0.4,70.0
naive_train36_eval10,exp1,10,36,naive,,55.0
foolish_train36_eval10,exp1,10,36,foolish,,87.5
EWC_train36_eval10,exp1,10,36,EWC,0.4,72.0
naive_train37_eval10,exp1,10,37,naive,,43.5
foolish_train37_eval10,exp1,10,37,foolish,,37.5
EWC_train37_eval10,exp1,10,37,EWC,0.4,66.0
naive_train38_eval10,exp1,10,38,naive,,69.0
foolish_train38_eval10,exp1,10,38,foolish,,75.5
EWC_train38_eval10,exp1,10,38,EWC,0.4,69.0
naive_train39_eval10,exp1,10,39,naive,,57.0
foolish_train39_eval10,exp1,10,39,foolish,,49.5
EWC_train39_eval10,exp1,10,39,EWC,0.4,66.0
naive_train40_eval10,exp1,10,40,naive,,42.0
foolish_train40_eval10,exp1,10,40,foolish,,45.5
EWC_train40_eval10,exp1,10,40,EWC,0.4,61.0
naive_train41_eval10,exp1,10,41,naive,,45.0
foolish_train41_eval10,exp1,10,41,foolish,,45.0
EWC_train41_eval10,exp1,10,41,EWC,0.4,62.5
naive_train42_eval10,exp1,10,42,naive,,43.5
foolish_train42_eval10,exp1,10,42,foolish,,51.5
EWC_train42_eval10,exp1,10,42,EWC,0.4,53.0
naive_train43_eval10,exp1,10,43,naive,,62.0
foolish_train43_eval10,exp1,10,43,foolish,,72.5
EWC_train43_eval10,exp1,10,43,EWC,0.4,59.0
naive_train44_eval10,exp1,10,44,naive,,72.5
foolish_train44_eval10,exp1,10,44,foolish,,74.5
EWC_train44_eval10,exp1,10,44,EWC,0.4,64.0
naive_train45_eval10,exp1,10,45,naive,,73.0
foolish_train45_eval10,exp1,10,45,foolish,,64.0
EWC_train45_eval10,exp1,10,45,EWC,0.4,65.0
naive_train46_eval10,exp1,10,46,naive,,12.5
foolish_train46_eval10,exp1,10,46,foolish,,12.0
EWC_train46_eval10,exp1,10,46,EWC,0.4,21.5
naive_train47_eval10,exp1,10,47,naive,,65.0
foolish_train47_eval10,exp1,10,47,foolish,,68.5
EWC_train47_eval10,exp1,10,47,EWC,0.4,56.0
naive_train48_eval10,exp1,10,48,naive,,38.0
foolish_train48_eval10,exp1,10,48,foolish,,32.5
EWC_train48_eval10,exp1,10,48,EWC,0.4,49.5
naive_train49_eval10,exp1,10,49,naive,,20.0
foolish_train49_eval10,exp1,10,49,foolish,,17.0
EWC_train49_eval10,exp1,10,49,EWC,0.4,40.0
naive_train50_eval10,exp1,10,50,naive,,30.0
foolish_train50_eval10,exp1,10,50,foolish,,28.5
EWC_train50_eval10,exp1,10,50,EWC,0.4,47.0
naive_train51_eval10,exp1,10,51,naive,,37.5
foolish_train51_eval10,exp1,10,51,foolish,,35.0
EWC_train51_eval10,exp1,10,51,EWC,0.4,43.0
naive_train52_eval10,exp1,10,52,naive,,76.0
foolish_train52_eval10,exp1,10,52,foolish,,61.5
EWC_train52_eval10,exp1,10,52,EWC,0.4,63.5
naive_train53_eval10,exp1,10,53,naive,,57.0
foolish_train53_eval10,exp1,10,53,foolish,,66.5
EWC_train53_eval10,exp1,10,53,EWC,0.4,53.0
naive_train54_eval10,exp1,10,54,naive,,45.5
foolish_train54_eval10,exp1,10,54,foolish,,54.0
EWC_train54_eval10,exp1,10,54,EWC,0.4,55.5
naive_train55_eval10,exp1,10,55,naive,,40.0
foolish_train55_eval10,exp1,10,55,foolish,,33.5
EWC_train55_eval10,exp1,10,55,EWC,0.4,31.5
naive_train56_eval10,exp1,10,56,naive,,45.5
foolish_train56_eval10,exp1,10,56,foolish,,57.5
EWC_train56_eval10,exp1,10,56,EWC,0.4,58.5
naive_train57_eval10,exp1,10,57,naive,,49.0
foolish_train57_eval10,exp1,10,57,foolish,,53.0
EWC_train57_eval10,exp1,10,57,EWC,0.4,59.5
naive_train58_eval10,exp1,10,58,naive,,63.5
foolish_train58_eval10,exp1,10,58,foolish,,79.5
EWC_train58_eval10,exp1,10,58,EWC,0.4,58.5
naive_train59_eval10,exp1,10,59,naive,,54.5
foolish_train59_eval10,exp1,10,59,foolish,,56.0
EWC_train59_eval10,exp1,10,59,EWC,0.4,50.5
naive_train60_eval10,exp1,10,60,naive,,45.0
foolish_train60_eval10,exp1,10,60,foolish,,53.5
EWC_train60_eval10,exp1,10,60,EWC,0.4,52.5
naive_train61_eval10,exp1,10,61,naive,,43.0
foolish_train61_eval10,exp1,10,61,foolish,,67.0
EWC_train61_eval10,exp1,10,61,EWC,0.4,59.5
naive_train62_eval10,exp1,10,62,naive,,44.5
foolish_train62_eval10,exp1,10,62,foolish,,57.5
EWC_train62_eval10,exp1,10,62,EWC,0.4,60.5
naive_train63_eval10,exp1,10,63,naive,,56.0
foolish_train63_eval10,exp1,10,63,foolish,,76.5
EWC_train63_eval10,exp1,10,63,EWC,0.4,61.0
naive_train64_eval10,exp1,10,64,naive,,45.5
foolish_train64_eval10,exp1,10,64,foolish,,30.5
EWC_train64_eval10,exp1,10,64,EWC,0.4,56.0
naive_train65_eval10,exp1,10,65,naive,,53.0
foolish_train65_eval10,exp1,10,65,foolish,,50.0
EWC_train65_eval10,exp1,10,65,EWC,0.4,50.5
naive_train66_eval10,exp1,10,66,naive,,42.0
foolish_train66_eval10,exp1,10,66,foolish,,68.5
EWC_train66_eval10,exp1,10,66,EWC,0.4,55.0
naive_train67_eval10,exp1,10,67,naive,,62.0
foolish_train67_eval10,exp1,10,67,foolish,,69.5
EWC_train67_eval10,exp1,10,67,EWC,0.4,59.5
naive_train68_eval10,exp1,10,68,naive,,53.0
foolish_train68_eval10,exp1,10,68,foolish,,37.0
EWC_train68_eval10,exp1,10,68,EWC,0.4,57.0
naive_train69_eval10,exp1,10,69,naive,,71.0
foolish_train69_eval10,exp1,10,69,foolish,,78.5
EWC_train69_eval10,exp1,10,69,EWC,0.4,65.5
naive_train70_eval10,exp1,10,70,naive,,52.0
foolish_train70_eval10,exp1,10,70,foolish,,67.0
EWC_train70_eval10,exp1,10,70,EWC,0.4,55.0
naive_train71_eval10,exp1,10,71,naive,,61.0
foolish_train71_eval10,exp1,10,71,foolish,,72.0
EWC_train71_eval10,exp1,10,71,EWC,0.4,58.5
naive_train72_eval10,exp1,10,72,naive,,42.5
foolish_train72_eval10,exp1,10,72,foolish,,35.5
EWC_train72_eval10,exp1,10,72,EWC,0.4,50.5
naive_train73_eval10,exp1,10,73,naive,,34.0
foolish_train73_eval10,exp1,10,73,foolish,,28.0
EWC_train73_eval10,exp1,10,73,EWC,0.4,58.5
naive_train74_eval10,exp1,10,74,naive,,42.0
foolish_train74_eval10,exp1,10,74,foolish,,28.0
EWC_train74_eval10,exp1,10,74,EWC,0.4,56.5
naive_train75_eval10,exp1,10,75,naive,,31.5
foolish_train75_eval10,exp1,10,75,foolish,,32.5
EWC_train75_eval10,exp1,10,75,EWC,0.4,56.0
naive_train76_eval10,exp1,10,76,naive,,59.0
foolish_train76_eval10,exp1,10,76,foolish,,52.5
EWC_train76_eval10,exp1,10,76,EWC,0.4,53.5
naive_train77_eval10,exp1,10,77,naive,,63.5
foolish_train77_eval10,exp1,10,77,foolish,,59.5
EWC_train77_eval10,exp1,10,77,EWC,0.4,62.5
naive_train78_eval10,exp1,10,78,naive,,78.0
foolish_train78_eval10,exp1,10,78,foolish,,80.0
EWC_train78_eval10,exp1,10,78,EWC,0.4,57.0
naive_train79_eval10,exp1,10,79,naive,,35.5
foolish_train79_eval10,exp1,10,79,foolish,,17.0
EWC_train79_eval10,exp1,10,79,EWC,0.4,52.5
naive_train80_eval10,exp1,10,80,naive,,28.5
foolish_train80_eval10,exp1,10,80,foolish,,38.5
EWC_train80_eval10,exp1,10,80,EWC,0.4,56.5
naive_train81_eval10,exp1,10,81,naive,,21.5
foolish_train81_eval10,exp1,10,81,foolish,,30.5
EWC_train81_eval10,exp1,10,81,EWC,0.4,50.5
naive_train82_eval10,exp1,10,82,naive,,54.0
foolish_train82_eval10,exp1,10,82,foolish,,60.5
EWC_train82_eval10,exp1,10,82,EWC,0.4,59.0
naive_train83_eval10,exp1,10,83,naive,,70.5
foolish_train83_eval10,exp1,10,83,foolish,,58.5
EWC_train83_eval10,exp1,10,83,EWC,0.4,59.0
naive_train84_eval10,exp1,10,84,naive,,73.0
foolish_train84_eval10,exp1,10,84,foolish,,52.0
EWC_train84_eval10,exp1,10,84,EWC,0.4,55.5
naive_train85_eval10,exp1,10,85,naive,,36.0
foolish_train85_eval10,exp1,10,85,foolish,,61.0
EWC_train85_eval10,exp1,10,85,EWC,0.4,51.0
naive_train86_eval10,exp1,10,86,naive,,44.0
foolish_train86_eval10,exp1,10,86,foolish,,63.0
EWC_train86_eval10,exp1,10,86,EWC,0.4,61.5
naive_train87_eval10,exp1,10,87,naive,,57.5
foolish_train87_eval10,exp1,10,87,foolish,,62.5
EWC_train87_eval10,exp1,10,87,EWC,0.4,54.0
naive_train88_eval10,exp1,10,88,naive,,53.0
foolish_train88_eval10,exp1,10,88,foolish,,49.0
EWC_train88_eval10,exp1,10,88,EWC,0.4,54.5
naive_train89_eval10,exp1,10,89,naive,,52.5
foolish_train89_eval10,exp1,10,89,foolish,,76.5
EWC_train89_eval10,exp1,10,89,EWC,0.4,56.0
naive_train90_eval10,exp1,10,90,naive,,31.5
foolish_train90_eval10,exp1,10,90,foolish,,34.0
EWC_train90_eval10,exp1,10,90,EWC,0.4,55.0
naive_train91_eval10,exp1,10,91,naive,,46.5
foolish_train91_eval10,exp1,10,91,foolish,,19.5
EWC_train91_eval10,exp1,10,91,EWC,0.4,58.0
naive_train92_eval10,exp1,10,92,naive,,30.5
foolish_train92_eval10,exp1,10,92,foolish,,13.5
EWC_train92_eval10,exp1,10,92,EWC,0.4,51.5
naive_train93_eval10,exp1,10,93,naive,,50.5
foolish_train93_eval10,exp1,10,93,foolish,,45.5
EWC_train93_eval10,exp1,10,93,EWC,0.4,52.5
naive_train94_eval10,exp1,10,94,naive,,77.5
foolish_train94_eval10,exp1,10,94,foolish,,80.5
EWC_train94_eval10,exp1,10,94,EWC,0.4,56.5
naive_train95_eval10,exp1,10,95,naive,,53.5
foolish_train95_eval10,exp1,10,95,foolish,,52.5
EWC_train95_eval10,exp1,10,95,EWC,0.4,54.5
naive_train96_eval10,exp1,10,96,naive,,54.0
foolish_train96_eval10,exp1,10,96,foolish,,65.5
EWC_train96_eval10,exp1,10,96,EWC,0.4,59.5
naive_train97_eval10,exp1,10,97,naive,,44.5
foolish_train97_eval10,exp1,10,97,foolish,,39.5
EWC_train97_eval10,exp1,10,97,EWC,0.4,53.0
naive_train98_eval10,exp1,10,98,naive,,60.5
foolish_train98_eval10,exp1,10,98,foolish,,72.5
EWC_train98_eval10,exp1,10,98,EWC,0.4,57.0
naive_train99_eval10,exp1,10,99,naive,,44.5
foolish_train99_eval10,exp1,10,99,foolish,,40.0
EWC_train99_eval10,exp1,10,99,EWC,0.4,56.5
naive_train11_eval11,exp1,11,11,naive,,75.5
foolish_train11_eval11,exp1,11,11,foolish,,92.0
EWC_train11_eval11,exp1,11,11,EWC,0.4,80.0
naive_train12_eval11,exp1,11,12,naive,,45.0
foolish_train12_eval11,exp1,11,12,foolish,,33.5
EWC_train12_eval11,exp1,11,12,EWC,0.4,44.0
naive_train13_eval11,exp1,11,13,naive,,32.0
foolish_train13_eval11,exp1,11,13,foolish,,33.5
EWC_train13_eval11,exp1,11,13,EWC,0.4,32.5
naive_train14_eval11,exp1,11,14,naive,,53.0
foolish_train14_eval11,exp1,11,14,foolish,,53.5
EWC_train14_eval11,exp1,11,14,EWC,0.4,58.0
naive_train15_eval11,exp1,11,15,naive,,30.0
foolish_train15_eval11,exp1,11,15,foolish,,31.0
EWC_train15_eval11,exp1,11,15,EWC,0.4,28.5
naive_train16_eval11,exp1,11,16,naive,,60.0
foolish_train16_eval11,exp1,11,16,foolish,,70.0
EWC_train16_eval11,exp1,11,16,EWC,0.4,54.0
naive_train17_eval11,exp1,11,17,naive,,59.5
foolish_train17_eval11,exp1,11,17,foolish,,67.5
EWC_train17_eval11,exp1,11,17,EWC,0.4,49.5
naive_train18_eval11,exp1,11,18,naive,,54.0
foolish_train18_eval11,exp1,11,18,foolish,,45.5
EWC_train18_eval11,exp1,11,18,EWC,0.4,42.0
naive_train19_eval11,exp1,11,19,naive,,53.0
foolish_train19_eval11,exp1,11,19,foolish,,47.5
EWC_train19_eval11,exp1,11,19,EWC,0.4,51.5
naive_train20_eval11,exp1,11,20,naive,,50.5
foolish_train20_eval11,exp1,11,20,foolish,,41.5
EWC_train20_eval11,exp1,11,20,EWC,0.4,49.0
naive_train21_eval11,exp1,11,21,naive,,37.0
foolish_train21_eval11,exp1,11,21,foolish,,42.0
EWC_train21_eval11,exp1,11,21,EWC,0.4,41.5
naive_train22_eval11,exp1,11,22,naive,,46.5
foolish_train22_eval11,exp1,11,22,foolish,,45.5
EWC_train22_eval11,exp1,11,22,EWC,0.4,39.0
naive_train23_eval11,exp1,11,23,naive,,36.0
foolish_train23_eval11,exp1,11,23,foolish,,23.5
EWC_train23_eval11,exp1,11,23,EWC,0.4,34.0
naive_train24_eval11,exp1,11,24,naive,,30.5
foolish_train24_eval11,exp1,11,24,foolish,,33.0
EWC_train24_eval11,exp1,11,24,EWC,0.4,34.5
naive_train25_eval11,exp1,11,25,naive,,53.0
foolish_train25_eval11,exp1,11,25,foolish,,51.5
EWC_train25_eval11,exp1,11,25,EWC,0.4,51.0
naive_train26_eval11,exp1,11,26,naive,,50.5
foolish_train26_eval11,exp1,11,26,foolish,,53.5
EWC_train26_eval11,exp1,11,26,EWC,0.4,53.5
naive_train27_eval11,exp1,11,27,naive,,55.5
foolish_train27_eval11,exp1,11,27,foolish,,66.0
EWC_train27_eval11,exp1,11,27,EWC,0.4,65.0
naive_train28_eval11,exp1,11,28,naive,,45.5
foolish_train28_eval11,exp1,11,28,foolish,,39.5
EWC_train28_eval11,exp1,11,28,EWC,0.4,50.0
naive_train29_eval11,exp1,11,29,naive,,47.5
foolish_train29_eval11,exp1,11,29,foolish,,34.0
EWC_train29_eval11,exp1,11,29,EWC,0.4,34.5
naive_train30_eval11,exp1,11,30,naive,,50.0
foolish_train30_eval11,exp1,11,30,foolish,,49.5
EWC_train30_eval11,exp1,11,30,EWC,0.4,51.0
naive_train31_eval11,exp1,11,31,naive,,33.5
foolish_train31_eval11,exp1,11,31,foolish,,48.0
EWC_train31_eval11,exp1,11,31,EWC,0.4,45.5
naive_train32_eval11,exp1,11,32,naive,,41.0
foolish_train32_eval11,exp1,11,32,foolish,,39.0
EWC_train32_eval11,exp1,11,32,EWC,0.4,49.0
naive_train33_eval11,exp1,11,33,naive,,46.0
foolish_train33_eval11,exp1,11,33,foolish,,40.5
EWC_train33_eval11,exp1,11,33,EWC,0.4,42.5
naive_train34_eval11,exp1,11,34,naive,,68.5
foolish_train34_eval11,exp1,11,34,foolish,,62.0
EWC_train34_eval11,exp1,11,34,EWC,0.4,54.0
naive_train35_eval11,exp1,11,35,naive,,49.0
foolish_train35_eval11,exp1,11,35,foolish,,44.0
EWC_train35_eval11,exp1,11,35,EWC,0.4,33.0
naive_train36_eval11,exp1,11,36,naive,,63.0
foolish_train36_eval11,exp1,11,36,foolish,,57.0
EWC_train36_eval11,exp1,11,36,EWC,0.4,44.5
naive_train37_eval11,exp1,11,37,naive,,60.0
foolish_train37_eval11,exp1,11,37,foolish,,59.0
EWC_train37_eval11,exp1,11,37,EWC,0.4,49.5
naive_train38_eval11,exp1,11,38,naive,,30.5
foolish_train38_eval11,exp1,11,38,foolish,,29.5
EWC_train38_eval11,exp1,11,38,EWC,0.4,30.5
naive_train39_eval11,exp1,11,39,naive,,43.5
foolish_train39_eval11,exp1,11,39,foolish,,40.0
EWC_train39_eval11,exp1,11,39,EWC,0.4,48.5
naive_train40_eval11,exp1,11,40,naive,,53.0
foolish_train40_eval11,exp1,11,40,foolish,,42.0
EWC_train40_eval11,exp1,11,40,EWC,0.4,49.5
naive_train41_eval11,exp1,11,41,naive,,69.5
foolish_train41_eval11,exp1,11,41,foolish,,70.5
EWC_train41_eval11,exp1,11,41,EWC,0.4,52.0
naive_train42_eval11,exp1,11,42,naive,,57.5
foolish_train42_eval11,exp1,11,42,foolish,,53.5
EWC_train42_eval11,exp1,11,42,EWC,0.4,46.5
naive_train43_eval11,exp1,11,43,naive,,34.0
foolish_train43_eval11,exp1,11,43,foolish,,36.5
EWC_train43_eval11,exp1,11,43,EWC,0.4,37.5
naive_train44_eval11,exp1,11,44,naive,,36.5
foolish_train44_eval11,exp1,11,44,foolish,,42.5
EWC_train44_eval11,exp1,11,44,EWC,0.4,43.0
naive_train45_eval11,exp1,11,45,naive,,33.5
foolish_train45_eval11,exp1,11,45,foolish,,35.5
EWC_train45_eval11,exp1,11,45,EWC,0.4,29.5
naive_train46_eval11,exp1,11,46,naive,,56.5
foolish_train46_eval11,exp1,11,46,foolish,,59.0
EWC_train46_eval11,exp1,11,46,EWC,0.4,55.0
naive_train47_eval11,exp1,11,47,naive,,61.0
foolish_train47_eval11,exp1,11,47,foolish,,61.5
EWC_train47_eval11,exp1,11,47,EWC,0.4,42.5
naive_train48_eval11,exp1,11,48,naive,,56.0
foolish_train48_eval11,exp1,11,48,foolish,,67.0
EWC_train48_eval11,exp1,11,48,EWC,0.4,37.0
naive_train49_eval11,exp1,11,49,naive,,57.5
foolish_train49_eval11,exp1,11,49,foolish,,46.5
EWC_train49_eval11,exp1,11,49,EWC,0.4,49.5
naive_train50_eval11,exp1,11,50,naive,,69.5
foolish_train50_eval11,exp1,11,50,foolish,,50.0
EWC_train50_eval11,exp1,11,50,EWC,0.4,51.5
naive_train51_eval11,exp1,11,51,naive,,33.0
foolish_train51_eval11,exp1,11,51,foolish,,31.0
EWC_train51_eval11,exp1,11,51,EWC,0.4,35.0
naive_train52_eval11,exp1,11,52,naive,,40.5
foolish_train52_eval11,exp1,11,52,foolish,,44.5
EWC_train52_eval11,exp1,11,52,EWC,0.4,53.0
naive_train53_eval11,exp1,11,53,naive,,68.0
foolish_train53_eval11,exp1,11,53,foolish,,51.5
EWC_train53_eval11,exp1,11,53,EWC,0.4,47.0
naive_train54_eval11,exp1,11,54,naive,,70.0
